141733920801,NAMESPACE_BLOCK,"namespace simplecpp {

#ifdef __CYGWIN__
    bool startsWith(const std::string &str, const std::string &s)
    {
        return (str.size() >= s.size() && str.compare(0, s.size(), s) == 0);
    }

    std::string convertCygwinToWindowsPath(const std::string &cygwinPath)
    {
        std::string windowsPath;

        std::string::size_type pos = 0;
        if (cygwinPath.size() >= 11 && startsWith(cygwinPath, ""/cygdrive/"")) {
            const unsigned char driveLetter = cygwinPath[10];
            if (std::isalpha(driveLetter)) {
                if (cygwinPath.size() == 11) {
                    windowsPath = toupper(driveLetter);
                    windowsPath += "":\\\\"";   // volume root directory
                    pos = 11;
                } else if (cygwinPath[11] == '/') {
                    windowsPath = toupper(driveLetter);
                    windowsPath += "":"";
                    pos = 11;
                }
            }
        }

        for (; pos < cygwinPath.size(...",1,externals/simplecpp/simplecpp.cpp,simplecpp,2334,simplecpp,,,111
141733920802,NAMESPACE_BLOCK,"namespace simplecpp {
    /**
     * perform path simplifications for . and ..
     */
    std::string simplifyPath(std::string path)
    {
        if (path.empty())
            return path;

        std::string::size_type pos;

        // replace backslash separators
        std::replace(path.begin(), path.end(), '\\\\', '/');

        const bool unc(path.compare(0,2,""//"") == 0);

        // replace ""//"" with ""/""
        pos = 0;
        while ((pos = path.find(""//"",pos)) != std::string::npos) {
            path.erase(pos,1);
        }

        // remove ""./""
        pos = 0;
        while ((pos = path.find(""./"",pos)) != std::string::npos) {
            if (pos == 0 || path[pos - 1U] == '/')
                path.erase(pos,2);
            else
                pos += 2;
        }

        // remove trailing dot if path ends with ""/.""
        if (endsWith(path,""/.""))
            path.erase(path.size()-1);

        // simplify ""..""
        pos = 1; // don't simplify "".."" if path starts w...",1,externals/simplecpp/simplecpp.cpp,simplecpp,2554,simplecpp,,,123
141733920803,NAMESPACE_BLOCK,<empty>,,externals/simplecpp/simplecpp.h,externals/simplecpp/simplecpp.h:<global>,,<global>,,,1
141733920804,NAMESPACE_BLOCK,<empty>,,externals/tinyxml2/tinyxml2.cpp,externals/tinyxml2/tinyxml2.cpp:<global>,,<global>,,,1
141733920805,NAMESPACE_BLOCK,"namespace tinyxml2
{

struct Entity {
    const char* pattern;
    int length;
    char value;
};

static const int NUM_ENTITIES = 5;
static const Entity entities[NUM_ENTITIES] = {
    { ""quot"", 4,	DOUBLE_QUOTE },
    { ""amp"", 3,		'&'  },
    { ""apos"", 4,	SINGLE_QUOTE },
    { ""lt"",	2, 		'<'	 },
    { ""gt"",	2,		'>'	 }
};


StrPair::~StrPair()
{
    Reset();
}


void StrPair::TransferTo( StrPair* other )
{
    if ( this == other ) {
        return;
    }
    // This in effect implements the assignment operator by ""moving""
    // ownership (as in auto_ptr).

    TIXMLASSERT( other != 0 );
    TIXMLASSERT( other->_flags == 0 );
    TIXMLASSERT( other->_start == 0 );
    TIXMLASSERT( other->_end == 0 );

    other->Reset();

    other->_flags = _flags;
    other->_start = _start;
    other->_end = _end;

    _flags = 0;
    _start = 0;
    _end = 0;
}


void StrPair::Reset()
{
    if ( _flags & NEEDS_DELETE ) {
        delete [] _start;
    }
    _flags = 0;
    _start = 0;
    _end = 0...",1,externals/tinyxml2/tinyxml2.cpp,tinyxml2,138,tinyxml2,,,23
141733920806,NAMESPACE_BLOCK,<empty>,,externals/tinyxml2/tinyxml2.h,externals/tinyxml2/tinyxml2.h:<global>,,<global>,,,1
141733920807,NAMESPACE_BLOCK,<empty>,,gui/aboutdialog.cpp,gui/aboutdialog.cpp:<global>,,<global>,,,1
141733920808,NAMESPACE_BLOCK,<empty>,,gui/aboutdialog.h,gui/aboutdialog.h:<global>,,<global>,,,1
141733920809,NAMESPACE_BLOCK,<empty>,,gui/application.cpp,gui/application.cpp:<global>,,<global>,,,1
141733920810,NAMESPACE_BLOCK,<empty>,,gui/application.h,gui/application.h:<global>,,<global>,,,1
141733920811,NAMESPACE_BLOCK,<empty>,,gui/applicationdialog.cpp,gui/applicationdialog.cpp:<global>,,<global>,,,1
141733920812,NAMESPACE_BLOCK,<empty>,,gui/applicationdialog.h,gui/applicationdialog.h:<global>,,<global>,,,1
141733920813,NAMESPACE_BLOCK,<empty>,,gui/applicationlist.cpp,gui/applicationlist.cpp:<global>,,<global>,,,1
141733920814,NAMESPACE_BLOCK,<empty>,,gui/applicationlist.h,gui/applicationlist.h:<global>,,<global>,,,1
141733920815,NAMESPACE_BLOCK,<empty>,,gui/checkstatistics.cpp,gui/checkstatistics.cpp:<global>,,<global>,,,1
141733920816,NAMESPACE_BLOCK,<empty>,,gui/checkstatistics.h,gui/checkstatistics.h:<global>,,<global>,,,1
141733920817,NAMESPACE_BLOCK,<empty>,,gui/checkthread.cpp,gui/checkthread.cpp:<global>,,<global>,,,1
141733920818,NAMESPACE_BLOCK,<empty>,,gui/checkthread.h,gui/checkthread.h:<global>,,<global>,,,1
141733920819,NAMESPACE_BLOCK,<empty>,,gui/codeeditor.cpp,gui/codeeditor.cpp:<global>,,<global>,,,1
141733920820,NAMESPACE_BLOCK,<empty>,,gui/codeeditor.h,gui/codeeditor.h:<global>,,<global>,,,1
141733920821,NAMESPACE_BLOCK,<empty>,,gui/codeeditorstyle.cpp,gui/codeeditorstyle.cpp:<global>,,<global>,,,1
141733920822,NAMESPACE_BLOCK,<empty>,,gui/codeeditorstyle.h,gui/codeeditorstyle.h:<global>,,<global>,,,1
141733920823,NAMESPACE_BLOCK,<empty>,,gui/codeeditstylecontrols.cpp,gui/codeeditstylecontrols.cpp:<global>,,<global>,,,1
141733920824,NAMESPACE_BLOCK,<empty>,,gui/codeeditstylecontrols.h,gui/codeeditstylecontrols.h:<global>,,<global>,,,1
141733920825,NAMESPACE_BLOCK,<empty>,,gui/codeeditstyledialog.cpp,gui/codeeditstyledialog.cpp:<global>,,<global>,,,1
141733920826,NAMESPACE_BLOCK,<empty>,,gui/codeeditstyledialog.h,gui/codeeditstyledialog.h:<global>,,<global>,,,1
141733920827,NAMESPACE_BLOCK,<empty>,,gui/common.cpp,gui/common.cpp:<global>,,<global>,,,1
141733920828,NAMESPACE_BLOCK,<empty>,,gui/common.h,gui/common.h:<global>,,<global>,,,1
141733920829,NAMESPACE_BLOCK,<empty>,,gui/compliancereportdialog.cpp,gui/compliancereportdialog.cpp:<global>,,<global>,,,1
141733920830,NAMESPACE_BLOCK,<empty>,,gui/compliancereportdialog.h,gui/compliancereportdialog.h:<global>,,<global>,,,1
141733920831,NAMESPACE_BLOCK,<empty>,,gui/cppchecklibrarydata.cpp,gui/cppchecklibrarydata.cpp:<global>,,<global>,,,1
141733920832,NAMESPACE_BLOCK,<empty>,,gui/cppchecklibrarydata.h,gui/cppchecklibrarydata.h:<global>,,<global>,,,1
141733920833,NAMESPACE_BLOCK,<empty>,,gui/csvreport.cpp,gui/csvreport.cpp:<global>,,<global>,,,1
141733920834,NAMESPACE_BLOCK,<empty>,,gui/csvreport.h,gui/csvreport.h:<global>,,<global>,,,1
141733920835,NAMESPACE_BLOCK,<empty>,,gui/erroritem.cpp,gui/erroritem.cpp:<global>,,<global>,,,1
141733920836,NAMESPACE_BLOCK,<empty>,,gui/erroritem.h,gui/erroritem.h:<global>,,<global>,,,1
141733920837,NAMESPACE_BLOCK,<empty>,,gui/filelist.cpp,gui/filelist.cpp:<global>,,<global>,,,1
141733920838,NAMESPACE_BLOCK,<empty>,,gui/filelist.h,gui/filelist.h:<global>,,<global>,,,1
141733920839,NAMESPACE_BLOCK,<empty>,,gui/fileviewdialog.cpp,gui/fileviewdialog.cpp:<global>,,<global>,,,1
141733920840,NAMESPACE_BLOCK,<empty>,,gui/fileviewdialog.h,gui/fileviewdialog.h:<global>,,<global>,,,1
141733920841,NAMESPACE_BLOCK,<empty>,,gui/helpdialog.cpp,gui/helpdialog.cpp:<global>,,<global>,,,1
141733920842,NAMESPACE_BLOCK,<empty>,,gui/helpdialog.h,gui/helpdialog.h:<global>,,<global>,,,1
141733920843,NAMESPACE_BLOCK,<empty>,,gui/libraryaddfunctiondialog.cpp,gui/libraryaddfunctiondialog.cpp:<global>,,<global>,,,1
141733920844,NAMESPACE_BLOCK,<empty>,,gui/libraryaddfunctiondialog.h,gui/libraryaddfunctiondialog.h:<global>,,<global>,,,1
141733920845,NAMESPACE_BLOCK,<empty>,,gui/librarydialog.cpp,gui/librarydialog.cpp:<global>,,<global>,,,1
141733920846,NAMESPACE_BLOCK,"namespace {
    class FunctionListItem : public QListWidgetItem {
    public:
        FunctionListItem(QListWidget *view,
                         CppcheckLibraryData::Function *function,
                         bool selected)
            : QListWidgetItem(view), function(function) {
            setText(function->name);
            setFlags(flags() | Qt::ItemIsEditable);
            setSelected(selected);
        }
        CppcheckLibraryData::Function *function;
    };
}",1,gui/librarydialog.cpp,<namespace>0,50,<namespace>0,,,2
141733920847,NAMESPACE_BLOCK,<empty>,,gui/librarydialog.h,gui/librarydialog.h:<global>,,<global>,,,1
141733920848,NAMESPACE_BLOCK,<empty>,,gui/libraryeditargdialog.cpp,gui/libraryeditargdialog.cpp:<global>,,<global>,,,1
141733920849,NAMESPACE_BLOCK,<empty>,,gui/libraryeditargdialog.h,gui/libraryeditargdialog.h:<global>,,<global>,,,1
141733920850,NAMESPACE_BLOCK,<empty>,,gui/main.cpp,gui/main.cpp:<global>,,<global>,,,1
141733920851,NAMESPACE_BLOCK,<empty>,,gui/mainwindow.cpp,gui/mainwindow.cpp:<global>,,<global>,,,1
141733920852,NAMESPACE_BLOCK,<empty>,,gui/mainwindow.h,gui/mainwindow.h:<global>,,<global>,,,1
141733920853,NAMESPACE_BLOCK,<empty>,,gui/newsuppressiondialog.cpp,gui/newsuppressiondialog.cpp:<global>,,<global>,,,1
141733920854,NAMESPACE_BLOCK,<empty>,,gui/newsuppressiondialog.h,gui/newsuppressiondialog.h:<global>,,<global>,,,1
141733920855,NAMESPACE_BLOCK,<empty>,,gui/platforms.cpp,gui/platforms.cpp:<global>,,<global>,,,1
141733920856,NAMESPACE_BLOCK,<empty>,,gui/platforms.h,gui/platforms.h:<global>,,<global>,,,1
141733920857,NAMESPACE_BLOCK,<empty>,,gui/precompiled.h,gui/precompiled.h:<global>,,<global>,,,1
141733920858,NAMESPACE_BLOCK,<empty>,,gui/precompiled_qmake.h,gui/precompiled_qmake.h:<global>,,<global>,,,1
141733920859,NAMESPACE_BLOCK,<empty>,,gui/printablereport.cpp,gui/printablereport.cpp:<global>,,<global>,,,1
141733920860,NAMESPACE_BLOCK,<empty>,,gui/printablereport.h,gui/printablereport.h:<global>,,<global>,,,1
141733920861,NAMESPACE_BLOCK,<empty>,,gui/projectfile.cpp,gui/projectfile.cpp:<global>,,<global>,,,1
141733920862,NAMESPACE_BLOCK,<empty>,,gui/projectfile.h,gui/projectfile.h:<global>,,<global>,,,1
141733920863,NAMESPACE_BLOCK,<empty>,,gui/projectfiledialog.cpp,gui/projectfiledialog.cpp:<global>,,<global>,,,1
141733920864,NAMESPACE_BLOCK,<empty>,,gui/projectfiledialog.h,gui/projectfiledialog.h:<global>,,<global>,,,1
141733920865,NAMESPACE_BLOCK,<empty>,,gui/report.cpp,gui/report.cpp:<global>,,<global>,,,1
141733920866,NAMESPACE_BLOCK,<empty>,,gui/report.h,gui/report.h:<global>,,<global>,,,1
141733920867,NAMESPACE_BLOCK,<empty>,,gui/resultstree.cpp,gui/resultstree.cpp:<global>,,<global>,,,1
141733920868,NAMESPACE_BLOCK,<empty>,,gui/resultstree.h,gui/resultstree.h:<global>,,<global>,,,1
141733920869,NAMESPACE_BLOCK,<empty>,,gui/resultsview.cpp,gui/resultsview.cpp:<global>,,<global>,,,1
141733920870,NAMESPACE_BLOCK,<empty>,,gui/resultsview.h,gui/resultsview.h:<global>,,<global>,,,1
141733920871,NAMESPACE_BLOCK,<empty>,,gui/scratchpad.cpp,gui/scratchpad.cpp:<global>,,<global>,,,1
141733920872,NAMESPACE_BLOCK,<empty>,,gui/scratchpad.h,gui/scratchpad.h:<global>,,<global>,,,1
141733920873,NAMESPACE_BLOCK,<empty>,,gui/settingsdialog.cpp,gui/settingsdialog.cpp:<global>,,<global>,,,1
141733920874,NAMESPACE_BLOCK,<empty>,,gui/settingsdialog.h,gui/settingsdialog.h:<global>,,<global>,,,1
141733920875,NAMESPACE_BLOCK,<empty>,,gui/showtypes.cpp,gui/showtypes.cpp:<global>,,<global>,,,1
141733920876,NAMESPACE_BLOCK,<empty>,,gui/showtypes.h,gui/showtypes.h:<global>,,<global>,,,1
141733920877,NAMESPACE_BLOCK,<empty>,,gui/statsdialog.cpp,gui/statsdialog.cpp:<global>,,<global>,,,1
141733920878,NAMESPACE_BLOCK,<empty>,,gui/statsdialog.h,gui/statsdialog.h:<global>,,<global>,,,1
141733920879,NAMESPACE_BLOCK,<empty>,,gui/threadhandler.cpp,gui/threadhandler.cpp:<global>,,<global>,,,1
141733920880,NAMESPACE_BLOCK,<empty>,,gui/threadhandler.h,gui/threadhandler.h:<global>,,<global>,,,1
141733920881,NAMESPACE_BLOCK,<empty>,,gui/threadresult.cpp,gui/threadresult.cpp:<global>,,<global>,,,1
141733920882,NAMESPACE_BLOCK,<empty>,,gui/threadresult.h,gui/threadresult.h:<global>,,<global>,,,1
141733920883,NAMESPACE_BLOCK,<empty>,,gui/translationhandler.cpp,gui/translationhandler.cpp:<global>,,<global>,,,1
141733920884,NAMESPACE_BLOCK,<empty>,,gui/translationhandler.h,gui/translationhandler.h:<global>,,<global>,,,1
141733920885,NAMESPACE_BLOCK,<empty>,,gui/txtreport.cpp,gui/txtreport.cpp:<global>,,<global>,,,1
141733920886,NAMESPACE_BLOCK,<empty>,,gui/txtreport.h,gui/txtreport.h:<global>,,<global>,,,1
141733920887,NAMESPACE_BLOCK,<empty>,,gui/xmlreport.cpp,gui/xmlreport.cpp:<global>,,<global>,,,1
141733920888,NAMESPACE_BLOCK,<empty>,,gui/xmlreport.h,gui/xmlreport.h:<global>,,<global>,,,1
141733920889,NAMESPACE_BLOCK,<empty>,,gui/xmlreportv2.cpp,gui/xmlreportv2.cpp:<global>,,<global>,,,1
141733920890,NAMESPACE_BLOCK,<empty>,,gui/xmlreportv2.h,gui/xmlreportv2.h:<global>,,<global>,,,1
141733920891,NAMESPACE_BLOCK,<empty>,,lib/addoninfo.cpp,lib/addoninfo.cpp:<global>,,<global>,,,1
141733920892,NAMESPACE_BLOCK,<empty>,,lib/addoninfo.h,lib/addoninfo.h:<global>,,<global>,,,1
141733920893,NAMESPACE_BLOCK,<empty>,,lib/analyzer.h,lib/analyzer.h:<global>,,<global>,,,1
141733920894,NAMESPACE_BLOCK,<empty>,,lib/analyzerinfo.cpp,lib/analyzerinfo.cpp:<global>,,<global>,,,1
141733920895,NAMESPACE_BLOCK,<empty>,,lib/analyzerinfo.h,lib/analyzerinfo.h:<global>,,<global>,,,1
141733920896,NAMESPACE_BLOCK,<empty>,,lib/astutils.cpp,lib/astutils.cpp:<global>,,<global>,,,1
141733920897,NAMESPACE_BLOCK,"namespace {
    struct ExpressionChangedSimpleFind {
        template<class F>
        const Token* operator()(const Token* start, const Token* end, F f) const
        {
            return findToken(start, end, f);
        }
    };

    struct ExpressionChangedSkipDeadCode {
        const Library& library;
        const std::function<std::vector<MathLib::bigint>(const Token* tok)>* evaluate;
        ExpressionChangedSkipDeadCode(const Library& library,
                                      const std::function<std::vector<MathLib::bigint>(const Token* tok)>& evaluate)
            : library(library), evaluate(&evaluate)
        {}
        template<class F>
        const Token* operator()(const Token* start, const Token* end, F f) const
        {
            return findTokenSkipDeadCode(library, start, end, std::move(f), *evaluate);
        }
    };
}",1,lib/astutils.cpp,<namespace>11,3084,<namespace>11,,,138
141733920898,NAMESPACE_BLOCK,<empty>,,lib/astutils.h,lib/astutils.h:<global>,,<global>,,,1
141733920899,NAMESPACE_BLOCK,<empty>,,lib/calculate.h,lib/calculate.h:<global>,,<global>,,,1
141733920900,NAMESPACE_BLOCK,<empty>,,lib/check.cpp,lib/check.cpp:<global>,,<global>,,,1
141733920901,NAMESPACE_BLOCK,<empty>,,lib/check.h,lib/check.h:<global>,,<global>,,,1
141733920902,NAMESPACE_BLOCK,<empty>,,lib/check64bit.cpp,lib/check64bit.cpp:<global>,,<global>,,,1
141733920903,NAMESPACE_BLOCK,"namespace {
    Check64BitPortability instance;
}",1,lib/check64bit.cpp,<namespace>0,39,<namespace>0,,,3
141733920904,NAMESPACE_BLOCK,<empty>,,lib/check64bit.h,lib/check64bit.h:<global>,,<global>,,,1
141733920905,NAMESPACE_BLOCK,<empty>,,lib/checkassert.cpp,lib/checkassert.cpp:<global>,,<global>,,,1
141733920906,NAMESPACE_BLOCK,"namespace {
    CheckAssert instance;
}",1,lib/checkassert.cpp,<namespace>0,43,<namespace>0,,,3
141733920907,NAMESPACE_BLOCK,<empty>,,lib/checkassert.h,lib/checkassert.h:<global>,,<global>,,,1
141733920908,NAMESPACE_BLOCK,<empty>,,lib/checkautovariables.cpp,lib/checkautovariables.cpp:<global>,,<global>,,,1
141733920909,NAMESPACE_BLOCK,"namespace {
    CheckAutoVariables instance;
}",1,lib/checkautovariables.cpp,<namespace>0,44,<namespace>0,,,1
141733920910,NAMESPACE_BLOCK,<empty>,,lib/checkautovariables.h,lib/checkautovariables.h:<global>,,<global>,,,1
141733920911,NAMESPACE_BLOCK,<empty>,,lib/checkbool.cpp,lib/checkbool.cpp:<global>,,<global>,,,1
141733920912,NAMESPACE_BLOCK,"namespace {
    CheckBool instance;
}",1,lib/checkbool.cpp,<namespace>0,36,<namespace>0,,,1
141733920913,NAMESPACE_BLOCK,<empty>,,lib/checkbool.h,lib/checkbool.h:<global>,,<global>,,,1
141733920914,NAMESPACE_BLOCK,<empty>,,lib/checkbufferoverrun.cpp,lib/checkbufferoverrun.cpp:<global>,,<global>,,,1
141733920915,NAMESPACE_BLOCK,"namespace {
    CheckBufferOverrun instance;
}",1,lib/checkbufferoverrun.cpp,<namespace>0,53,<namespace>0,,,1
141733920916,NAMESPACE_BLOCK,"namespace
#endif
{
    /** data for multifile checking */
    class MyFileInfo : public Check::FileInfo {
    public:
        using Check::FileInfo::FileInfo;
        /** unsafe array index usage */
        std::list<CTU::FileInfo::UnsafeUsage> unsafeArrayIndex;

        /** unsafe pointer arithmetics */
        std::list<CTU::FileInfo::UnsafeUsage> unsafePointerArith;

        /** Convert data into xml string */
        std::string toString() const override
        {
            std::string xml;
            if (!unsafeArrayIndex.empty())
                xml = ""    <array-index>\\n"" + CTU::toString(unsafeArrayIndex) + ""    </array-index>\\n"";
            if (!unsafePointerArith.empty())
                xml += ""    <pointer-arith>\\n"" + CTU::toString(unsafePointerArith) + ""    </pointer-arith>\\n"";
            return xml;
        }
    };
}",1,lib/checkbufferoverrun.cpp,<namespace>9,892,<namespace>9,,,41
141733920917,NAMESPACE_BLOCK,<empty>,,lib/checkbufferoverrun.h,lib/checkbufferoverrun.h:<global>,,<global>,,,1
141733920918,NAMESPACE_BLOCK,<empty>,,lib/checkclass.cpp,lib/checkclass.cpp:<global>,,<global>,,,1
141733920919,NAMESPACE_BLOCK,"namespace {
    CheckClass instance;
}",1,lib/checkclass.cpp,<namespace>0,48,<namespace>0,,,1
141733920920,NAMESPACE_BLOCK,"namespace { // avoid one-definition-rule violation
    struct VarInfo {
        VarInfo(const Variable *_var, const Token *_tok)
            : var(_var), tok(_tok) {}

        const Variable *var;
        const Token *tok;
        std::vector<const Variable*> initArgs;
    };
}",1,lib/checkclass.cpp,<namespace>50,2677,<namespace>50,,,88
