146028888094,RETURN,1,,return Result::Fail;,17,434,,,1
146028888095,RETURN,-1,,return Result::Exit;,13,437,,,5
146028888096,RETURN,-1,,return Result::Fail;,21,462,,,2
146028888097,RETURN,-1,,return Result::Fail;,21,498,,,2
146028888098,RETURN,-1,,return Result::Fail;,21,526,,,2
146028888099,RETURN,-1,,return Result::Fail;,17,564,,,2
146028888100,RETURN,1,,return Result::Fail;,17,580,,,1
146028888101,RETURN,-1,,return Result::Fail;,17,585,,,2
146028888102,RETURN,1,,return Result::Fail;,17,594,,,1
146028888103,RETURN,-1,,return Result::Fail;,17,615,,,2
146028888104,RETURN,-1,,return Result::Fail;,17,623,,,2
146028888105,RETURN,-1,,return Result::Fail;,17,666,,,2
146028888106,RETURN,-1,,return Result::Fail;,17,686,,,2
146028888107,RETURN,-1,,return Result::Fail;,17,702,,,2
146028888108,RETURN,1,,return Result::Fail;,17,715,,,1
146028888109,RETURN,-1,,return Result::Fail;,13,724,,,2
146028888110,RETURN,-1,,return Result::Fail;,13,740,,,2
146028888111,RETURN,-1,,return Result::Fail;,17,756,,,2
146028888112,RETURN,-1,,return Result::Fail;,17,765,,,2
146028888113,RETURN,-1,,return Result::Fail;,17,770,,,2
146028888114,RETURN,-1,,return Result::Fail;,17,782,,,2
146028888115,RETURN,-1,,return Result::Fail;,17,787,,,2
146028888116,RETURN,-1,,return Result::Fail;,21,797,,,2
146028888117,RETURN,-1,,return Result::Fail;,17,810,,,2
146028888118,RETURN,-1,,return Result::Fail;,21,833,,,2
146028888119,RETURN,-1,,return Result::Fail;,17,857,,,2
146028888120,RETURN,-1,,return Result::Fail;,21,878,,,2
146028888121,RETURN,-1,,return Result::Fail;,17,892,,,2
146028888122,RETURN,-1,,return Result::Fail;,17,899,,,2
146028888123,RETURN,-1,,return Result::Fail;,17,905,,,2
146028888124,RETURN,-1,,return Result::Fail;,13,938,,,2
146028888125,RETURN,-1,,return Result::Fail;,21,951,,,2
146028888126,RETURN,-1,,return Result::Fail;,17,962,,,2
146028888127,RETURN,-1,,return Result::Fail;,21,972,,,2
146028888128,RETURN,1,,return Result::Fail;,17,982,,,1
146028888129,RETURN,-1,,return Result::Fail;,17,985,,,2
146028888130,RETURN,1,,return Result::Fail;,17,997,,,1
146028888131,RETURN,1,,return Result::Fail;,17,1007,,,1
146028888132,RETURN,-1,,return Result::Fail;,17,1040,,,2
146028888133,RETURN,1,,return Result::Fail;,17,1050,,,1
146028888134,RETURN,1,,return Result::Fail;,17,1055,,,1
146028888135,RETURN,1,,return Result::Fail;,17,1060,,,1
146028888136,RETURN,-1,,return Result::Fail;,17,1071,,,2
146028888137,RETURN,-1,,return Result::Fail;,17,1095,,,6
146028888138,RETURN,-1,,return Result::Fail;,17,1139,,,2
146028888139,RETURN,-1,,return Result::Fail;,17,1157,,,2
146028888140,RETURN,-1,,return Result::Fail;,25,1179,,,2
146028888141,RETURN,-1,,return Result::Fail;,25,1190,,,2
146028888142,RETURN,-1,,return Result::Fail;,17,1201,,,2
146028888143,RETURN,-1,,return Result::Fail;,17,1205,,,2
146028888144,RETURN,-1,,return Result::Fail;,17,1209,,,2
146028888145,RETURN,-1,,return Result::Fail;,17,1243,,,2
146028888146,RETURN,1,,return Result::Fail;,17,1254,,,1
146028888147,RETURN,-1,,return Result::Fail;,17,1275,,,2
146028888148,RETURN,-1,,return Result::Fail;,13,1293,,,2
146028888149,RETURN,-1,,return Result::Fail;,13,1380,,,2
146028888150,RETURN,-1,,return Result::Fail;,17,1409,,,2
146028888151,RETURN,-1,,return Result::Fail;,17,1413,,,2
146028888152,RETURN,-1,,return Result::Fail;,17,1422,,,2
146028888153,RETURN,-1,,return Result::Fail;,17,1431,,,2
146028888154,RETURN,-1,,return Result::Fail;,17,1453,,,7
146028888155,RETURN,-1,,return Result::Fail;,17,1458,,,2
146028888156,RETURN,-1,,return Result::Fail;,17,1467,,,2
146028888157,RETURN,1,,return Result::Fail;,17,1508,,,1
146028888158,RETURN,1,,return Result::Fail;,17,1513,,,1
146028888159,RETURN,1,,return Result::Fail;,17,1518,,,1
146028888160,RETURN,1,,return Result::Fail;,17,1533,,,1
146028888161,RETURN,-1,,return Result::Fail;,17,1537,,,2
146028888162,RETURN,-1,,return Result::Fail;,13,1550,,,6
146028888163,RETURN,1,,return Result::Fail;,9,1555,,,1
146028888164,RETURN,-1,,return Result::Fail;,9,1590,,,2
146028888165,RETURN,-1,,return Result::Fail;,9,1595,,,2
146028888166,RETURN,-1,,return Result::Fail;,9,1602,,,2
146028888167,RETURN,-1,,return Result::Fail;,13,1629,,,3
146028888168,RETURN,-1,,return Result::Fail;,9,1637,,,2
146028888169,RETURN,-1,,return Result::Success;,5,1644,,,29
146028888170,RETURN,1,,return mSettings.cppcheckCfgProductName;,9,2026,,,1
146028888171,RETURN,1,,"return std::string(""Cppcheck "") + CppCheck::version() + "" (""+ extraVersion + ')';",9,2029,,,1
146028888172,RETURN,-1,,"return std::string(""Cppcheck "") + CppCheck::version();",5,2030,,,5
146028888173,RETURN,-1,,"return startsWith(mSettings.cppcheckCfgProductName, ""Cppcheck Premium"");",5,2036,,,2
146028888174,RETURN,-1,,return false;,9,2081,,,6
146028888175,RETURN,-1,,return true;,5,2083,,,4
146028888176,RETURN,-1,,return false;,9,2101,,,8
146028888177,RETURN,-1,,return result;,5,2110,,,5
146028888178,RETURN,-1,,return result;,5,2126,,,4
146028888179,RETURN,1,,return true;,9,2132,,,1
146028888180,RETURN,-1,,return false;,9,2136,,,2
146028888181,RETURN,-1,,return true;,5,2138,,,5
146028888182,RETURN,-1,,return ret;,13,127,,,4
146028888183,RETURN,-1,,return ret;,13,147,,,3
146028888184,RETURN,-1,,return results;,13,165,,,3
146028888185,RETURN,-1,,return picojson::value(runs);,13,180,,,13
146028888186,RETURN,-1,,return picojson::value(doc).serialize(true);,13,195,,,11
146028888187,RETURN,1,,"return ""error"";",17,201,,,1
146028888188,RETURN,-1,,"return ""warning"";",17,208,,,11
146028888189,RETURN,-1,,"return ""note"";",17,213,,,20
146028888190,RETURN,-1,,"return ""note"";",13,215,,,3
146028888191,RETURN,1,,"return ""medium"";",17,220,,,1
146028888192,RETURN,-1,,"return ""high"";",13,221,,,2
146028888193,RETURN,-1,,return !mCriticalErrors.empty();,13,286,,,1
146028888194,RETURN,-1,,return mCtuInfo;,13,290,,,1
146028888195,RETURN,-1,,return EXIT_FAILURE;,9,362,,,1
146028888196,RETURN,-1,,return EXIT_SUCCESS;,9,365,,,1
146028888197,RETURN,-1,,return ret;,5,377,,,14
146028888198,RETURN,-1,,"return check_internal(settings, supprs);",5,390,,,1
146028888199,RETURN,-1,,"return s.errorId == ""unmatchedSuppression"" && s.fileName.empty() && s.lineNumber == SuppressionList::Suppression::NO_LINE;",9,396,,,1
146028888200,RETURN,1,,return false;,9,398,,,1
146028888201,RETURN,-1,,return err;,5,422,,,9
146028888202,RETURN,1,,return EXIT_FAILURE;,9,490,,,1
146028888203,RETURN,1,,return settings.exitCode;,9,493,,,1
146028888204,RETURN,-1,,return EXIT_SUCCESS;,5,494,,,19
146028888205,RETURN,-1,,"return s.errorId == ""checkersReport"";",9,510,,,1
146028888206,RETURN,1,,return;,9,504,,,1
146028888207,RETURN,1,,return;,9,601,,,1
146028888208,RETURN,-1,,return;,9,625,,,4
146028888209,RETURN,-1,,return;,9,630,,,2
146028888210,RETURN,1,,return;,9,642,,,1
146028888211,RETURN,1,,return;,9,654,,,1
146028888212,RETURN,-1,,return -1;,9,701,,,1
146028888213,RETURN,-1,,return res;,9,716,,,1
146028888214,RETURN,-1,,return WEXITSTATUS(res);,9,720,,,1
146028888215,RETURN,-1,,return WTERMSIG(res);,9,723,,,1
146028888216,RETURN,-1,,return res;,5,726,,,17
146028888217,RETURN,1,,return true;,9,44,,,1
146028888218,RETURN,1,,return false;,13,51,,,1
146028888219,RETURN,1,,return true;,13,54,,,1
146028888220,RETURN,-1,,return true;,13,58,,,1
146028888221,RETURN,-1,,return false;,5,61,,,3
146028888222,RETURN,-1,,"return """";",9,207,,,2
146028888223,RETURN,1,,"return """";",9,212,,,1
146028888224,RETURN,-1,,"return """";",9,216,,,2
146028888225,RETURN,-1,,"return ""could not open directory '"" + path + ""' (errno: "" + std::to_string(err) + "")"";",9,224,,,3
146028888226,RETURN,-1,,return err;,25,251,,,1
146028888227,RETURN,-1,,"return ""could not stat file '"" + new_path + ""' (errno: "" + std::to_string(err) + "")"";",25,266,,,3
146028888228,RETURN,-1,,"return """";",5,278,,,14
146028888229,RETURN,-1,,return a.path() < b.path();,9,296,,,1
146028888230,RETURN,1,,"return ""no path specified"";",9,284,,,1
146028888231,RETURN,-1,,return err;,5,300,,,10
146028888232,RETURN,-1,,"return addFiles(files, path, extra, true, ignored, debug);",5,307,,,1
146028888233,RETURN,-1,,"return exec.check(argc, argv);",9,90,,,2
146028888234,RETURN,-1,,return suppr_str;,13,116,,,7
146028888235,RETURN,1,,return true;,13,166,,,1
146028888236,RETURN,-1,,return false;,9,172,,,3
146028888237,RETURN,-1,,return res;,5,261,,,22
146028888238,RETURN,-1,,return true;,9,271,,,1
146028888239,RETURN,-1,,return true;,9,277,,,1
146028888240,RETURN,-1,,return true;,9,280,,,1
146028888241,RETURN,-1,,return false;,5,282,,,6
146028888242,RETURN,-1,,return v + p.size();,9,292,,,1
146028888243,RETURN,-1,,return entry.path() == name;,37,390,,,1
146028888244,RETURN,-1,,return result;,5,446,,,18
146028888245,RETURN,-1,,return v + f.size();,9,46,,,1
146028888246,RETURN,-1,,return result;,5,78,,,13
146028888247,RETURN,1,,return;,13,63,,,1
146028888248,RETURN,-1,,return v + p.size();,13,91,,,1
146028888249,RETURN,-1,,return true;,13,102,,,5
146028888250,RETURN,-1,,return true;,13,109,,,5
146028888251,RETURN,-1,,return false;,9,112,,,4
146028888252,RETURN,-1,,return result;,9,146,,,6
146028888253,RETURN,-1,,return v + f.get();,9,212,,,1
146028888254,RETURN,-1,,return result;,5,218,,,9
146028888255,RETURN,-1,,return EXIT_SUCCESS;,9,113,,,2
146028888256,RETURN,-1,,return EXIT_SUCCESS;,5,139,,,30
146028888257,RETURN,-1,,"return s.size()>2 && (s.compare(0,2,""0x"")==0 || s.compare(0,2,""0X"")==0);",5,62,,,1
146028888258,RETURN,-1,,return s.size()>1 && (s[0]=='0') && (s[1] >= '0') && (s[1] < '8');,5,67,,,1
146028888259,RETURN,-1,,"return s.size() > 1 && (s[0]=='\\""') && (*s.rbegin()=='\\""');",5,73,,,1
146028888260,RETURN,-1,,return s.size() > 1 && (s[0]=='\\'') && (*s.rbegin()=='\\'');,5,81,,,1
146028888261,RETURN,-1,,return ostr.str();,5,110,,,3
146028888262,RETURN,-1,,return ret;,5,133,,,10
146028888263,RETURN,-1,,return ret;,5,147,,,10
146028888264,RETURN,-1,,"return (s.size() >= e.size()) && std::equal(e.rbegin(), e.rend(), s.rbegin());",5,152,,,1
146028888265,RETURN,-1,,return tok1 && tok2 && tok1->location.sameline(tok2->location);,5,157,,,1
146028888266,RETURN,-1,,"return (tok->name &&
            tok->str() == alt &&
            tok->previous &&
            tok->next &&
            (tok->previous->number || tok->previous->name || tok->previous->op == ')') &&
            (tok->next->number || tok->next->name || tok->next->op == '('));",5,162,,,1
146028888267,RETURN,-1,,"return ((tok->name && tok->str() == alt) &&
            (!tok->previous || tok->previous->op == '(') &&
            (tok->next && (tok->next->name || tok->next->number)));",5,172,,,1
146028888268,RETURN,-1,,return s;,5,181,,,2
146028888269,RETURN,-1,,return;,9,190,,,2
146028888270,RETURN,-1,,"return (op != '\\0') && (std::strchr(ops, op) != nullptr);",5,206,,,1
146028888271,RETURN,-1,,"return std::strchr(c, string[0]) != nullptr;",5,211,,,1
146028888272,RETURN,-1,,"return std::strchr(c, string[string.size() - 1U]) != nullptr;",5,216,,,1
146028888273,RETURN,-1,,return ch;,9,279,,,5
146028888274,RETURN,-1,,return ch;,9,299,,,5
146028888275,RETURN,-1,,return (bom == 0xfeff) ? (ch<<8 | ch2) : (ch2<<8 | ch);,9,318,,,1
146028888276,RETURN,1,,return byte | static_cast<unsigned char>(get());,17,329,,,1
146028888277,RETURN,-1,,return 0;,13,331,,,6
146028888278,RETURN,-1,,return 0;,21,341,,,2
146028888279,RETURN,-1,,return 0;,9,348,,,5
146028888280,RETURN,-1,,return istr.get();,9,366,,,1
146028888281,RETURN,-1,,return istr.peek();,9,369,,,1
146028888282,RETURN,-1,,return istr.good();,9,375,,,1
146028888283,RETURN,1,,return lastStatus = EOF;,13,395,,,1
146028888284,RETURN,-1,,return str[pos++];,9,396,,,2
146028888285,RETURN,1,,return lastStatus = EOF;,13,400,,,1
146028888286,RETURN,-1,,return str[pos];,9,401,,,2
146028888287,RETURN,-1,,return lastStatus != EOF;,9,407,,,1
146028888288,RETURN,-1,,return lastCh;,9,438,,,2
146028888289,RETURN,-1,,return ch;,9,444,,,4
146028888290,RETURN,-1,,return lastStatus != EOF;,9,450,,,1
146028888291,RETURN,-1,,return *this;,5,531,,,2
146028888292,RETURN,-1,,return *this;,5,546,,,2
146028888293,RETURN,-1,,return ret.str();,5,599,,,5
146028888294,RETURN,-1,,return std::isalnum(ch) || ch == '_' || ch == '$';,5,604,,,1
146028888295,RETURN,-1,,return ostr.str();,5,618,,,5
146028888296,RETURN,1,,return;,9,624,,,1
146028888297,RETURN,-1,,"return str == ""u"" || str == ""U"" || str == ""L"" || str == ""u8"" ||
           str == ""R"" || str == ""uR"" || str == ""UR"" || str == ""LR"" || str == ""u8R"";",5,634,,,1
146028888298,RETURN,-1,,return;,9,643,,,3
146028888299,RETURN,-1,,return;,9,651,,,4
146028888300,RETURN,-1,,return;,13,685,,,3
146028888301,RETURN,-1,,return;,21,844,,,2
146028888302,RETURN,-1,,return;,21,857,,,2
146028888303,RETURN,1,,return;,17,875,,,1
146028888304,RETURN,1,,return;,21,912,,,1
146028888305,RETURN,1,,return false;,9,965,,,1
146028888306,RETURN,-1,,return c == 'f' || c == 'l';,5,967,,,4
146028888307,RETURN,-1,,"return """";",9,1399,,,3
146028888308,RETURN,-1,,return ret;,5,1402,,,9
146028888309,RETURN,1,,"return """";",13,1416,,,1
146028888310,RETURN,-1,,return ret;,5,1430,,,6
146028888311,RETURN,1,,return nullptr;,13,1443,,,1
146028888312,RETURN,-1,,return prevTok;,5,1446,,,6
146028888313,RETURN,-1,,return prevTok && prevTok->op == '#';,5,1452,,,3
146028888314,RETURN,1,,return i;,13,1459,,,1
146028888315,RETURN,-1,,return files.size() - 1U;,5,1462,,,3
146028888316,RETURN,-1,,"return ""Invalid ## usage when expanding \\'"" + macroName + ""\\': "" + message;",17,1662,,,1
146028888317,RETURN,-1,,"return invalidHashHash(loc, macroName, ""Unexpected token '""+ tokenA->str()+""'"");",17,1669,,,1
146028888318,RETURN,-1,,"return invalidHashHash(loc, macroName, ""Combining '""+ tokenA->str()+ ""' and '""+ tokenB->str() + ""' yields an invalid token."");",17,1673,,,1
146028888319,RETURN,-1,,"return invalidHashHash(loc, macroName, ""Unexpected newline"");",17,1677,,,1
146028888320,RETURN,-1,,"return invalidHashHash(loc, macroName, ""Combining '\\\\""+ tokenA->str()+ ""' and '""+ strAB.substr(tokenA->str().size()) + ""' yields universal character '\\\\"" + strAB + ""'. This is undefined behavior according to C standard chapter 5.1.1.2, paragraph 4."");",17,1681,,,1
146028888321,RETURN,-1,,return *this;,13,1518,,,2
146028888322,RETURN,-1,,return valueDefinedInCode_;,13,1522,,,1
146028888323,RETURN,-1,,return rawtok;,13,1621,,,7
146028888324,RETURN,-1,,return nameTokDef->str();,13,1626,,,1
146028888325,RETURN,-1,,return nameTokDef->location;,13,1631,,,1
146028888326,RETURN,-1,,return usageList;,13,1636,,,1
146028888327,RETURN,-1,,"return nameTokDef->next &&
                   nameTokDef->next->op == '(' &&
                   sameline(nameTokDef, nameTokDef->next) &&
                   nameTokDef->next->location.col == nameTokDef->location.col + nameTokDef->str().size();",13,1641,,,1
146028888328,RETURN,-1,,return tok;,13,1692,,,5
146028888329,RETURN,-1,,return false;,17,1701,,,3
146028888330,RETURN,-1,,return false;,21,1724,,,3
146028888331,RETURN,-1,,return true;,13,1737,,,8
146028888332,RETURN,1,,return par;,21,1744,,,1
146028888333,RETURN,-1,,return ~0U;,13,1747,,,4
146028888334,RETURN,1,,return std::vector<const Token *>();,17,1752,,,1
146028888335,RETURN,-1,,return parametertokens;,13,1769,,,7
146028888336,RETURN,1,,return nullptr;,17,1779,,,1
146028888337,RETURN,-1,,"return sameline(lpar,tok) ? tok : nullptr;",13,1807,,,8
146028888338,RETURN,-1,,return nameTokInst->next;,17,1821,,,2
146028888339,RETURN,-1,,return nameTokInst->next;,17,1825,,,2
146028888340,RETURN,-1,,return nameTokInst->next;,17,1829,,,2
146028888341,RETURN,-1,,return nameTokInst->next;,21,1841,,,2
146028888342,RETURN,-1,,return functionLike() ? parametertokens2.back()->next : nameTokInst->next;,13,1963,,,20
146028888343,RETURN,-1,,return tok->next;,17,1969,,,2
146028888344,RETURN,-1,,return tok->next;,17,1974,,,2
146028888345,RETURN,-1,,return tok->next;,17,1980,,,2
146028888346,RETURN,-1,,return tok->next;,17,1986,,,2
146028888347,RETURN,1,,return tok->next;,17,1994,,,1
146028888348,RETURN,-1,,return tok2->next;,13,1998,,,18
146028888349,RETURN,-1,,return tok->next;,17,2005,,,2
146028888350,RETURN,1,,return tok->next->next;,33,2021,,,1
146028888351,RETURN,-1,,"return recursiveExpandToken(output, temp, loc, tok, macros, expandedmacros, parametertokens);",21,2033,,,2
146028888352,RETURN,-1,,"return recursiveExpandToken(output, temp, loc, tok, macros, expandedmacros2, parametertokens);",21,2047,,,4
146028888353,RETURN,-1,,return tok->next;,21,2051,,,2
146028888354,RETURN,-1,,return tok->next;,21,2065,,,2
146028888355,RETURN,-1,,"return recursiveExpandToken(output, temp, loc, tok2, macros, expandedmacros, parametertokens);",17,2069,,,17
146028888356,RETURN,-1,,return lastToken->next;,21,2098,,,7
146028888357,RETURN,-1,,return tok->next;,13,2103,,,8
146028888358,RETURN,1,,return false;,17,2108,,,1
146028888359,RETURN,1,,return false;,17,2112,,,1
146028888360,RETURN,1,,return true;,17,2116,,,1
146028888361,RETURN,-1,,return true;,13,2121,,,7
146028888362,RETURN,1,,return false;,17,2126,,,1
146028888363,RETURN,1,,return false;,17,2129,,,1
146028888364,RETURN,1,,return true;,17,2131,,,1
146028888365,RETURN,-1,,return true;,13,2146,,,8
146028888366,RETURN,-1,,return tok;,13,2172,,,10
146028888367,RETURN,-1,,return nextTok;,13,2293,,,21
146028888368,RETURN,1,,return false;,17,2300,,,1
146028888369,RETURN,-1,,return (it != expandedmacros.end());,13,2302,,,5
146028888370,RETURN,-1,,return path.length() > 1U && path[0] == '/';,5,2550,,,1
146028888371,RETURN,1,,return path;,13,2561,,,1
146028888372,RETURN,-1,,"return strpbrk(path.c_str(), ""*?"") == nullptr ? realFilename(path) : path;",9,2626,,,14
146028888373,RETURN,-1,,"return !std_ver.empty() && (std_ver >= ""201703L"");",5,2681,,,3
146028888374,RETURN,1,,return;,9,2688,,,1
146028888375,RETURN,-1,,return value;,5,2787,,,10
146028888376,RETURN,1,,return static_cast<char>(multivalue);,9,3000,,,1
146028888377,RETURN,1,,return static_cast<int>(multivalue);,9,3004,,,1
146028888378,RETURN,-1,,return multivalue;,5,3008,,,18
146028888379,RETURN,-1,,return expr.cfront() && expr.cfront() == expr.cback() && expr.cfront()->number ? stringToLL(expr.cfront()->str()) : 0LL;,5,3042,,,7
146028888380,RETURN,-1,,return tok;,5,3051,,,6
146028888381,RETURN,1,,return simplePath;,9,3093,,,1
146028888382,RETURN,-1,,"return """";",5,3097,,,5
146028888383,RETURN,1,,"return simplecpp::simplifyPath(sourcefile.substr(0, sourcefile.find_last_of(""\\\\/"") + 1U) + header);",9,3103,,,1
146028888384,RETURN,-1,,return simplecpp::simplifyPath(header);,5,3104,,,2
146028888385,RETURN,-1,,"return openHeader(f, getRelativeFileName(sourcefile, header));",5,3109,,,1
146028888386,RETURN,-1,,return path + header;,5,3117,,,4
146028888387,RETURN,1,,return simplePath;,13,3125,,,1
146028888388,RETURN,-1,,"return """";",5,3127,,,2
146028888389,RETURN,1,,"return openHeader(f, header);",9,3133,,,1
146028888390,RETURN,-1,,return ret;,9,3139,,,2
146028888391,RETURN,1,,"return openHeaderIncludePath(f, dui, header);",9,3144,,,1
146028888392,RETURN,-1,,return ret;,5,3145,,,6
146028888393,RETURN,-1,,"return """";",9,3151,,,1
146028888394,RETURN,-1,,"return (filedata.find(header) != filedata.end()) ? simplecpp::simplifyPath(header) : """";",9,3154,,,1
146028888395,RETURN,1,,return relativeFilename;,13,3160,,,1
146028888396,RETURN,1,,return s;,13,3166,,,1
146028888397,RETURN,1,,return header;,9,3170,,,1
146028888398,RETURN,-1,,"return """";",5,3172,,,6
146028888399,RETURN,-1,,"return !getFileName(filedata, sourcefile, header, dui, systemheader).empty();",5,3177,,,1
146028888400,RETURN,-1,,return ret;,5,3261,,,5
146028888401,RETURN,-1,,return false;,13,3280,,,2
146028888402,RETURN,-1,,return true;,5,3288,,,6
146028888403,RETURN,-1,,"return std::string(""\\"""").append(buf).append(""\\"""");",5,3307,,,4
146028888404,RETURN,-1,,"return std::string(""\\"""").append(buf).append(""\\"""");",5,3314,,,4
146028888405,RETURN,-1,,return;,17,3388,,,3
146028888406,RETURN,-1,,return;,17,3443,,,3
146028888407,RETURN,-1,,return;,21,3461,,,2
146028888408,RETURN,-1,,return;,21,3486,,,3
146028888409,RETURN,-1,,return;,25,3499,,,2
146028888410,RETURN,-1,,return;,21,3526,,,3
146028888411,RETURN,-1,,return;,21,3578,,,3
146028888412,RETURN,-1,,return;,33,3623,,,3
146028888413,RETURN,-1,,return;,33,3665,,,3
146028888414,RETURN,-1,,return;,29,3675,,,2
146028888415,RETURN,-1,,return;,25,3704,,,3
146028888416,RETURN,-1,,return;,13,3760,,,2
146028888417,RETURN,1,,return C89;,9,3805,,,1
146028888418,RETURN,1,,return C99;,9,3807,,,1
146028888419,RETURN,1,,return C11;,9,3809,,,1
146028888420,RETURN,1,,return C17;,9,3811,,,1
146028888421,RETURN,1,,return C23;,9,3813,,,1
146028888422,RETURN,-1,,return CUnknown;,5,3814,,,6
146028888423,RETURN,-1,,"return """";",9,3822,,,3
146028888424,RETURN,-1,,"return ""199901L"";",9,3824,,,6
146028888425,RETURN,-1,,"return ""201112L"";",9,3826,,,9
146028888426,RETURN,-1,,"return ""201710L"";",9,3828,,,12
146028888427,RETURN,-1,,"return ""202311L"";",9,3834,,,15
146028888428,RETURN,-1,,"return """";",9,3836,,,18
146028888429,RETURN,-1,,"return """";",5,3838,,,2
146028888430,RETURN,-1,,return getCStdString(getCStd(std));,5,3843,,,1
146028888431,RETURN,1,,return CPP03;,9,3849,,,1
146028888432,RETURN,1,,return CPP11;,9,3851,,,1
146028888433,RETURN,1,,return CPP14;,9,3853,,,1
146028888434,RETURN,1,,return CPP17;,9,3855,,,1
146028888435,RETURN,1,,return CPP20;,9,3857,,,1
146028888436,RETURN,1,,return CPP23;,9,3859,,,1
146028888437,RETURN,1,,return CPP26;,9,3861,,,1
146028888438,RETURN,-1,,return CPPUnknown;,5,3862,,,8
146028888439,RETURN,-1,,"return ""199711L"";",9,3869,,,3
146028888440,RETURN,-1,,"return ""201103L"";",9,3871,,,6
146028888441,RETURN,-1,,"return ""201402L"";",9,3873,,,9
146028888442,RETURN,-1,,"return ""201703L"";",9,3875,,,12
146028888443,RETURN,-1,,"return ""202002L"";",9,3878,,,15
146028888444,RETURN,-1,,"return ""202302L"";",9,3884,,,18
146028888445,RETURN,-1,,"return ""202400L"";",9,3887,,,21
146028888446,RETURN,-1,,"return """";",9,3889,,,24
146028888447,RETURN,-1,,"return """";",5,3891,,,2
146028888448,RETURN,-1,,return getCppStdString(getCppStd(std));,5,3896,,,1
146028888449,RETURN,-1,,return len;,3,98,,,4
146028888450,RETURN,-1,,return;,9,166,,,1
146028888451,RETURN,-1,,return p + length;,13,226,,,2
146028888452,RETURN,-1,,return 0;,5,233,,,11
146028888453,RETURN,-1,,return 0;,9,240,,,1
146028888454,RETURN,-1,,return 0;,9,243,,,1
146028888455,RETURN,-1,,return p;,5,253,,,8
146028888456,RETURN,-1,,return _start;,5,383,,,5
146028888457,RETURN,-1,,return p;,5,418,,,8
146028888458,RETURN,-1,,return;,9,442,,,2
146028888459,RETURN,-1,,return 0;,17,491,,,1
146028888460,RETURN,-1,,return 0;,17,497,,,1
146028888461,RETURN,-1,,return 0;,21,517,,,1
146028888462,RETURN,-1,,return 0;,17,533,,,1
146028888463,RETURN,-1,,return 0;,17,539,,,1
146028888464,RETURN,-1,,return 0;,21,556,,,1
146028888465,RETURN,-1,,return p + delta + 1;,9,565,,,12
146028888466,RETURN,-1,,return p+1;,5,567,,,3
146028888467,RETURN,-1,,return true;,13,622,,,2
146028888468,RETURN,-1,,return true;,13,627,,,1
146028888469,RETURN,-1,,return false;,5,630,,,2
146028888470,RETURN,-1,,return true;,9,636,,,1
146028888471,RETURN,-1,,return false;,5,638,,,2
146028888472,RETURN,-1,,return true;,9,646,,,2
146028888473,RETURN,-1,,return true;,13,654,,,2
146028888474,RETURN,-1,,return true;,13,660,,,2
146028888475,RETURN,-1,,return false;,5,663,,,10
146028888476,RETURN,-1,,return true;,9,670,,,1
146028888477,RETURN,-1,,return false;,5,672,,,2
146028888478,RETURN,-1,,return true;,9,679,,,1
146028888479,RETURN,-1,,return false;,5,681,,,2
146028888480,RETURN,-1,,return true;,13,691,,,2
146028888481,RETURN,-1,,return true;,13,698,,,2
146028888482,RETURN,-1,,return false;,2,701,,,2
