111669149707,METHOD,<empty>,<empty>,"[&](const FileSettings &fs) {
            return !mSettings.library.markupFile(fs.filename()) || !mSettings.library.processMarkupAfterCode(fs.filename());
        }",101,9,cli/cmdlineparser.cpp,cli/cmdlineparser.cpp:<global>.CmdLineParser.fillSettingsFromArgs.<lambda>2:bool(FileSettings&),<empty>,,false,252,254,<lambda>2,,,1,bool(FileSettings&)
111669149708,METHOD,<empty>,<empty>,"[&](const FileSettings &fs) {
            return mSettings.library.markupFile(fs.filename()) && mSettings.library.processMarkupAfterCode(fs.filename());
        }",101,9,cli/cmdlineparser.cpp,cli/cmdlineparser.cpp:<global>.CmdLineParser.fillSettingsFromArgs.<lambda>3:bool(FileSettings&),<empty>,,false,256,258,<lambda>3,,,1,bool(FileSettings&)
111669149709,METHOD,<empty>,<empty>,"[&](const FileWithDetails& entry) {
                    return entry.path() == name;
                }",88,17,cli/cmdlineparser.cpp,cli/cmdlineparser.cpp:<global>.CmdLineParser.fillSettingsFromArgs.<lambda>4:bool(FileWithDetails&),<empty>,,false,300,302,<lambda>4,,,1,bool(FileWithDetails&)
111669149710,METHOD,<empty>,<empty>,"[&](const FileWithDetails& entry) {
                return matchglobs(mSettings.fileFilters, entry.path());
            }",107,13,cli/cmdlineparser.cpp,cli/cmdlineparser.cpp:<global>.CmdLineParser.fillSettingsFromArgs.<lambda>5:bool(FileWithDetails&),<empty>,,false,309,311,<lambda>5,,,1,bool(FileWithDetails&)
111669149711,METHOD,<empty>,<empty>,"[&](const FileWithDetails& entry) {
            return !mSettings.library.markupFile(entry.path()) || !mSettings.library.processMarkupAfterCode(entry.path());
        }",89,9,cli/cmdlineparser.cpp,cli/cmdlineparser.cpp:<global>.CmdLineParser.fillSettingsFromArgs.<lambda>6:bool(FileWithDetails&),<empty>,,false,357,359,<lambda>6,,,1,bool(FileWithDetails&)
111669149712,METHOD,<empty>,<empty>,"[&](const FileWithDetails& entry) {
            return mSettings.library.markupFile(entry.path()) && mSettings.library.processMarkupAfterCode(entry.path());
        }",89,9,cli/cmdlineparser.cpp,cli/cmdlineparser.cpp:<global>.CmdLineParser.fillSettingsFromArgs.<lambda>7:bool(FileWithDetails&),<empty>,,false,361,363,<lambda>7,,,1,bool(FileWithDetails&)
111669149713,METHOD,cli/cmdlineparser.cpp:<global>,TYPE_DECL,"bool CmdLineParser::fillSettingsFromArgs(int argc, const char* const argv[])
{
    const Result result = parseFromArgs(argc, argv);

    switch (result) {
    case Result::Success:
        break;
    case Result::Exit:
        Settings::terminate();
        return true;
    case Result::Fail:
        return false;
    }

    // Libraries must be loaded before FileLister is executed to ensure markup files will be
    // listed properly.
    if (!loadLibraries(mSettings))
        return false;

    if (!loadAddons(mSettings))
        return false;

    // Check that all include paths exist
    {
        for (auto iter = mSettings.includePaths.cbegin();
             iter != mSettings.includePaths.cend();
             ) {
            const std::string path(Path::toNativeSeparators(*iter));
            if (Path::isDirectory(path))
                ++iter;
            else {
                // TODO: this bypasses the template format and other settings
                // If the include path...",1,1,cli/cmdlineparser.cpp,"CmdLineParser.fillSettingsFromArgs:bool(int,char[]*)",<empty>,,false,142,372,fillSettingsFromArgs,,,1,"bool(int,char[]*)"
111669149714,METHOD,cli/cmdlineparser.cpp:<global>,TYPE_DECL,"CmdLineParser::Result CmdLineParser::parseFromArgs(int argc, const char* const argv[])
{
    mSettings.exename = Path::getCurrentExecutablePath(argv[0]);

    // default to --check-level=normal from CLI for now
    mSettings.setCheckLevel(Settings::CheckLevel::normal);

    if (argc <= 1) {
        printHelp();
        return Result::Exit;
    }

    // check for exclusive options
    for (int i = 1; i < argc; i++) {
        // documentation..
        if (std::strcmp(argv[i], ""--doc"") == 0) {
            std::ostringstream doc;
            // Get documentation..
            for (const Check * it : Check::instances()) {
                const std::string& name(it->name());
                const std::string info(it->classInfo());
                if (!name.empty() && !info.empty())
                    doc << ""## "" << name << "" ##\\n""
                        << info << ""\\n"";
            }

            mLogger.printRaw(doc.str());
            return Result::Exit;
        }

        // prin...",1,1,cli/cmdlineparser.cpp,"CmdLineParser.parseFromArgs:CmdLineParser.Result(int,char[]*)",<empty>,,false,376,1645,parseFromArgs,,,1,"CmdLineParser.Result(int,char[]*)"
111669149715,METHOD,cli/cmdlineparser.cpp:<global>,TYPE_DECL,"void CmdLineParser::printHelp() const
{
    const std::string manualUrl(isCppcheckPremium() ?
                                ""https://cppcheck.sourceforge.io/manual.pdf"" :
                                ""https://files.cppchecksolutions.com/manual.pdf"");

    std::ostringstream oss;
    oss << ""Cppcheck - A tool for static C/C++ code analysis\\n""
        ""\\n""
        ""Syntax:\\n""
        ""    cppcheck [OPTIONS] [files or paths]\\n""
        ""\\n""
        ""If a directory is given instead of a filename, *.cpp, *.cxx, *.cc, *.c++, *.c, *.ipp,\\n""
        ""*.ixx, *.tpp, and *.txx files are checked recursively from the given directory.\\n\\n""
        ""Options:\\n""
        ""    --addon=<addon>\\n""
        ""                         Execute addon. i.e. --addon=misra. If options must be\\n""
        ""                         provided a json configuration is needed.\\n""
        ""    --addon-python=<python interpreter>\\n""
        ""                         You can specify the python interpreter either in t...",1,1,cli/cmdlineparser.cpp,CmdLineParser.printHelp<const>:void(),<empty>,,false,1647,2022,printHelp,,,1,void()
111669149716,METHOD,cli/cmdlineparser.cpp:<global>,TYPE_DECL,"std::string CmdLineParser::getVersion() const {
    if (!mSettings.cppcheckCfgProductName.empty())
        return mSettings.cppcheckCfgProductName;
    const char * const extraVersion = CppCheck::extraVersion();
    if (*extraVersion != '\\0')
        return std::string(""Cppcheck "") + CppCheck::version() + "" (""+ extraVersion + ')';
    return std::string(""Cppcheck "") + CppCheck::version();
}",1,1,cli/cmdlineparser.cpp,CmdLineParser.getVersion<const>:string(),<empty>,,false,2024,2031,getVersion,,,1,string()
111669149717,METHOD,cli/cmdlineparser.cpp:<global>,TYPE_DECL,"bool CmdLineParser::isCppcheckPremium() const {
    if (mSettings.cppcheckCfgProductName.empty())
        Settings::loadCppcheckCfg(mSettings, mSuppressions, mSettings.debuglookup || mSettings.debuglookupConfig);
    return startsWith(mSettings.cppcheckCfgProductName, ""Cppcheck Premium"");
}",1,1,cli/cmdlineparser.cpp,CmdLineParser.isCppcheckPremium<const>:bool(),<empty>,,false,2033,2037,isCppcheckPremium,,,1,bool()
111669149718,METHOD,cli/cmdlineparser.cpp:<global>,TYPE_DECL,"bool CmdLineParser::tryLoadLibrary(Library& destination, const std::string& basepath, const char* filename, bool debug)
{
    const Library::Error err = destination.load(basepath.c_str(), filename, debug);

    if (err.errorcode == Library::ErrorCode::UNKNOWN_ELEMENT)
        mLogger.printMessage(""Found unknown elements in configuration file '"" + std::string(filename) + ""': "" + err.reason); // TODO: print as errors
    else if (err.errorcode != Library::ErrorCode::OK) {
        std::string msg = ""Failed to load library configuration file '"" + std::string(filename) + ""'. "";
        switch (err.errorcode) {
        case Library::ErrorCode::OK:
            break;
        case Library::ErrorCode::FILE_NOT_FOUND:
            msg += ""File not found"";
            break;
        case Library::ErrorCode::BAD_XML:
            msg += ""Bad XML"";
            break;
        case Library::ErrorCode::UNKNOWN_ELEMENT:
            msg += ""Unexpected element"";
            break;
        case Library::...",1,1,cli/cmdlineparser.cpp,"CmdLineParser.tryLoadLibrary:bool(Library&,std.string&,char*,bool)",<empty>,,false,2039,2084,tryLoadLibrary,,,1,"bool(Library&,std.string&,char*,bool)"
111669149719,METHOD,cli/cmdlineparser.cpp:<global>,TYPE_DECL,"bool CmdLineParser::loadLibraries(Settings& settings)
{
    if (!tryLoadLibrary(settings.library, settings.exename, ""std.cfg"", settings.debuglookup || settings.debuglookupLibrary)) {
        const std::string msg(""Failed to load std.cfg. Your Cppcheck installation is broken, please re-install."");
#ifdef FILESDIR
        const std::string details(""The Cppcheck binary was compiled with FILESDIR set to \\""""
                                  FILESDIR ""\\"" and will therefore search for ""
                                  ""std.cfg in "" FILESDIR ""/cfg."");
#else
        const std::string cfgfolder(Path::fromNativeSeparators(Path::getPathFromFilename(settings.exename)) + ""cfg"");
        const std::string details(""The Cppcheck binary was compiled without FILESDIR set. Either the ""
                                  ""std.cfg should be available in "" + cfgfolder + "" or the FILESDIR ""
                                  ""should be configured."");
#endif
        mLogger.printRaw(msg + "" "" + details); /...",1,1,cli/cmdlineparser.cpp,CmdLineParser.loadLibraries:bool(Settings&),<empty>,,false,2086,2111,loadLibraries,,,1,bool(Settings&)
111669149720,METHOD,cli/cmdlineparser.cpp:<global>,TYPE_DECL,"bool CmdLineParser::loadAddons(Settings& settings)
{
    bool result = true;
    for (const std::string &addon: settings.addons) {
        AddonInfo addonInfo;
        const std::string failedToGetAddonInfo = addonInfo.getAddonInfo(addon, settings.exename, settings.debuglookup || settings.debuglookupAddon);
        if (!failedToGetAddonInfo.empty()) {
            mLogger.printRaw(failedToGetAddonInfo); // TODO: do not print as raw
            result = false;
            continue;
        }
        settings.addonInfos.emplace_back(std::move(addonInfo));
    }
    return result;
}",1,1,cli/cmdlineparser.cpp,CmdLineParser.loadAddons:bool(Settings&),<empty>,,false,2113,2127,loadAddons,,,1,bool(Settings&)
111669149721,METHOD,cli/cmdlineparser.cpp:<global>,TYPE_DECL,"bool CmdLineParser::loadCppcheckCfg()
{
    if (!mSettings.cppcheckCfgProductName.empty())
        return true;
    const std::string cfgErr = Settings::loadCppcheckCfg(mSettings, mSuppressions, mSettings.debuglookup || mSettings.debuglookupConfig);
    if (!cfgErr.empty()) {
        mLogger.printError(""could not load cppcheck.cfg - "" + cfgErr);
        return false;
    }
    return true;
}",1,1,cli/cmdlineparser.cpp,CmdLineParser.loadCppcheckCfg:bool(),<empty>,,false,2129,2139,loadCppcheckCfg,,,1,bool()
111669149722,METHOD,cli/cmdlineparser.h:<global>,TYPE_DECL,<global>,1,1,cli/cmdlineparser.h,cli/cmdlineparser.h:<global>,<empty>,,false,1,172,<global>,,,1,
111669149723,METHOD,SarifReport,TYPE_DECL,"void addFinding(ErrorMessage msg) {
            mFindings.push_back(std::move(msg));
        }",9,9,cli/cppcheckexecutor.cpp,SarifReport.addFinding:void(ErrorMessage),<empty>,,false,83,85,addFinding,,,1,void(ErrorMessage)
111669149724,METHOD,SarifReport,TYPE_DECL,"picojson::array serializeRules() const {
            picojson::array ret;
            std::set<std::string> ruleIds;
            for (const auto& finding : mFindings) {
                // github only supports findings with locations
                if (finding.callStack.empty())
                    continue;
                if (ruleIds.insert(finding.id).second) {
                    picojson::object rule;
                    rule[""id""] = picojson::value(finding.id);
                    // rule.shortDescription.text
                    picojson::object shortDescription;
                    shortDescription[""text""] = picojson::value(finding.shortMessage());
                    rule[""shortDescription""] = picojson::value(shortDescription);
                    // rule.fullDescription.text
                    picojson::object fullDescription;
                    fullDescription[""text""] = picojson::value(finding.verboseMessage());
                    rule[""fullDescription""] = picojson::va...",9,9,cli/cppcheckexecutor.cpp,SarifReport.serializeRules<const>:array(),<empty>,,false,87,128,serializeRules,,,2,array()
111669149725,METHOD,SarifReport,TYPE_DECL,"static picojson::array serializeLocations(const ErrorMessage& finding) {
            picojson::array ret;
            for (const auto& location : finding.callStack) {
                picojson::object physicalLocation;
                picojson::object artifactLocation;
                artifactLocation[""uri""] = picojson::value(location.getfile(false));
                physicalLocation[""artifactLocation""] = picojson::value(artifactLocation);
                picojson::object region;
                region[""startLine""] = picojson::value(static_cast<int64_t>(location.line));
                region[""startColumn""] = picojson::value(static_cast<int64_t>(location.column));
                region[""endLine""] = region[""startLine""];
                region[""endColumn""] = region[""startColumn""];
                physicalLocation[""region""] = picojson::value(region);
                picojson::object loc;
                loc[""physicalLocation""] = picojson::value(physicalLocation);
                ret.em...",9,9,cli/cppcheckexecutor.cpp,SarifReport.serializeLocations:array(ErrorMessage&),<empty>,,false,130,148,serializeLocations,,,3,array(ErrorMessage&)
111669149726,METHOD,SarifReport,TYPE_DECL,"picojson::array serializeResults() const {
            picojson::array results;
            for (const auto& finding : mFindings) {
                // github only supports findings with locations
                if (finding.callStack.empty())
                    continue;
                picojson::object res;
                res[""level""] = picojson::value(sarifSeverity(finding));
                res[""locations""] = picojson::value(serializeLocations(finding));
                picojson::object message;
                message[""text""] = picojson::value(finding.shortMessage());
                res[""message""] = picojson::value(message);
                res[""ruleId""] = picojson::value(finding.id);
                results.emplace_back(res);
            }
            return results;
        }",9,9,cli/cppcheckexecutor.cpp,SarifReport.serializeResults<const>:array(),<empty>,,false,150,166,serializeResults,,,4,array()
111669149727,METHOD,SarifReport,TYPE_DECL,"picojson::value serializeRuns(const std::string& productName, const std::string& version) const {
            picojson::object driver;
            driver[""name""] = picojson::value(productName);
            driver[""semanticVersion""] = picojson::value(version);
            driver[""informationUri""] = picojson::value(""https://cppcheck.sourceforge.io"");
            driver[""rules""] = picojson::value(serializeRules());
            picojson::object tool;
            tool[""driver""] = picojson::value(driver);
            picojson::object run;
            run[""tool""] = picojson::value(tool);
            run[""results""] = picojson::value(serializeResults());
            picojson::array runs{picojson::value(run)};
            return picojson::value(runs);
        }",9,9,cli/cppcheckexecutor.cpp,"SarifReport.serializeRuns<const>:value(std.string&,std.string&)",<empty>,,false,168,181,serializeRuns,,,5,"value(std.string&,std.string&)"
111669149728,METHOD,SarifReport,TYPE_DECL,"std::string serialize(std::string productName) const {
            const auto nameAndVersion = Settings::getNameAndVersion(productName);
            productName = nameAndVersion.first.empty() ? ""Cppcheck"" : nameAndVersion.first;
            std::string version = nameAndVersion.first.empty() ? CppCheck::version() : nameAndVersion.second;
            if (version.find(' ') != std::string::npos)
                version.erase(version.find(' '), std::string::npos);

            picojson::object doc;
            doc[""version""] = picojson::value(""2.1.0"");
            doc[""$schema""] = picojson::value(""https://docs.oasis-open.org/sarif/sarif/v2.1.0/errata01/os/schemas/sarif-schema-2.1.0.json"");
            doc[""runs""] = serializeRuns(productName, version);

            return picojson::value(doc).serialize(true);
        }",9,9,cli/cppcheckexecutor.cpp,SarifReport.serialize<const>:string(std.string),<empty>,,false,183,196,serialize,,,6,string(std.string)
111669149729,METHOD,SarifReport,TYPE_DECL,"static std::string sarifSeverity(const ErrorMessage& errmsg) {
            if (ErrorLogger::isCriticalErrorId(errmsg.id))
                return ""error"";
            switch (errmsg.severity) {
            case Severity::error:
            case Severity::warning:
            case Severity::style:
            case Severity::portability:
            case Severity::performance:
                return ""warning"";
            case Severity::information:
            case Severity::internal:
            case Severity::debug:
            case Severity::none:
                return ""note"";
            }
            return ""note"";
        }",9,9,cli/cppcheckexecutor.cpp,SarifReport.sarifSeverity:string(ErrorMessage&),<empty>,,false,199,216,sarifSeverity,,,7,string(ErrorMessage&)
111669149730,METHOD,SarifReport,TYPE_DECL,"static std::string sarifPrecision(const ErrorMessage& errmsg) {
            if (errmsg.certainty == Certainty::inconclusive)
                return ""medium"";
            return ""high"";
        }",9,9,cli/cppcheckexecutor.cpp,SarifReport.sarifPrecision:string(ErrorMessage&),<empty>,,false,218,222,sarifPrecision,,,8,string(ErrorMessage&)
111669149731,METHOD,CmdLineLoggerStd,TYPE_DECL,CmdLineLoggerStd() = default;,9,37,cli/cppcheckexecutor.cpp,CmdLineLoggerStd.CmdLineLoggerStd:ANY(),<empty>,,false,230,230,CmdLineLoggerStd,,,1,ANY()
111669149732,METHOD,CmdLineLoggerStd,TYPE_DECL,"void printMessage(const std::string &message) override
        {
            printRaw(""cppcheck: "" + message);
        }",9,9,cli/cppcheckexecutor.cpp,CmdLineLoggerStd.printMessage:void(std.string&),<empty>,,false,232,235,printMessage,,,2,void(std.string&)
111669149733,METHOD,CmdLineLoggerStd,TYPE_DECL,"void printError(const std::string &message) override
        {
            printMessage(""error: "" + message);
        }",9,9,cli/cppcheckexecutor.cpp,CmdLineLoggerStd.printError:void(std.string&),<empty>,,false,237,240,printError,,,3,void(std.string&)
111669149734,METHOD,CmdLineLoggerStd,TYPE_DECL,"void printRaw(const std::string &message) override
        {
            std::cout << message << std::endl; // TODO: should not append newline
        }",9,9,cli/cppcheckexecutor.cpp,CmdLineLoggerStd.printRaw:void(std.string&),<empty>,,false,242,245,printRaw,,,4,void(std.string&)
111669149735,METHOD,StdLogger,TYPE_DECL,"explicit StdLogger(const Settings& settings)
            : mSettings(settings)
            , mGuidelineMapping(createGuidelineMapping(settings.reportType))
        {
            if (!mSettings.outputFile.empty()) {
                mErrorOutput = new std::ofstream(settings.outputFile);
            }
        }",9,9,cli/cppcheckexecutor.cpp,StdLogger.StdLogger:ANY(Settings&),<empty>,,false,251,258,StdLogger,,,1,StdLogger.StdLogger:ANY(Settings&)(Settings&)
111669149736,METHOD,StdLogger,TYPE_DECL,"~StdLogger() override {
            if (mSettings.outputFormat == Settings::OutputFormat::sarif) {
                reportErr(mSarifReport.serialize(mSettings.cppcheckCfgProductName));
            }
            delete mErrorOutput;
        }",9,9,cli/cppcheckexecutor.cpp,StdLogger.~StdLogger:ANY(),<empty>,,false,260,265,~StdLogger,,,2,ANY()
111669149737,METHOD,StdLogger,TYPE_DECL,StdLogger(const StdLogger&) = delete;,9,45,cli/cppcheckexecutor.cpp,StdLogger.StdLogger:ANY(StdLogger&),<empty>,,false,267,267,StdLogger,,,3,ANY(StdLogger&)
111669149738,METHOD,StdLogger,TYPE_DECL,StdLogger& operator=(const SingleExecutor &) = delete;,9,62,cli/cppcheckexecutor.cpp,StdLogger.=:StdLogger&(SingleExecutor&),<empty>,,false,268,268,=,,,4,StdLogger&(SingleExecutor&)
111669149739,METHOD,StdLogger,TYPE_DECL,"void resetLatestProgressOutputTime() {
            mLatestProgressOutputTime = std::time(nullptr);
        }",9,9,cli/cppcheckexecutor.cpp,StdLogger.resetLatestProgressOutputTime:void(),<empty>,,false,270,272,resetLatestProgressOutputTime,,,5,void()
111669149740,METHOD,StdLogger,TYPE_DECL,"bool hasCriticalErrors() const {
            return !mCriticalErrors.empty();
        }",9,9,cli/cppcheckexecutor.cpp,StdLogger.hasCriticalErrors<const>:bool(),<empty>,,false,285,287,hasCriticalErrors,,,6,bool()
111669149741,METHOD,StdLogger,TYPE_DECL,"const std::string& getCtuInfo() const {
            return mCtuInfo;
        }",9,9,cli/cppcheckexecutor.cpp,StdLogger.getCtuInfo<const>:ANY(),<empty>,,false,289,291,getCtuInfo,,,7,ANY()
111669149742,METHOD,<empty>,<empty>,<empty>,5,,cli/cppcheckexecutor.cpp,StdLogger.<clinit>,<empty>,,false,248,,<clinit>,,,17,
111669149743,METHOD,cli/cppcheckexecutor.cpp:<global>,TYPE_DECL,"int CppCheckExecutor::check(int argc, const char* const argv[])
{
    Settings settings;
    CmdLineLoggerStd logger;
    Suppressions supprs;
    CmdLineParser parser(logger, settings, supprs);
    if (!parser.fillSettingsFromArgs(argc, argv)) {
        return EXIT_FAILURE;
    }
    if (Settings::terminated()) {
        return EXIT_SUCCESS;
    }

    settings.loadSummaries();

    mFiles = parser.getFiles();
    mFileSettings = parser.getFileSettings();

    settings.setMisraRuleTexts(executeCommand);

    const int ret = check_wrapper(settings, supprs);

    return ret;
}",1,1,cli/cppcheckexecutor.cpp,"CppCheckExecutor.check:int(int,char[]*)",<empty>,,false,355,378,check,,,1,"int(int,char[]*)"
111669149744,METHOD,cli/cppcheckexecutor.cpp:<global>,TYPE_DECL,<global>,1,1,cli/cppcheckexecutor.cpp,cli/cppcheckexecutor.cpp:<global>,<empty>,,false,1,727,<global>,,,1,
111669149745,METHOD,cli/cppcheckexecutor.cpp:<global>,TYPE_DECL,"int CppCheckExecutor::check_wrapper(const Settings& settings, Suppressions& supprs)
{
#ifdef USE_WINDOWS_SEH
    if (settings.exceptionHandling) {
        CALL_WITH_SEH_WRAPPER(check_internal(settings, supprs));
    }
#elif defined(USE_UNIX_SIGNAL_HANDLING)
    if (settings.exceptionHandling)
        register_signal_handler(settings.exceptionOutput);
#endif
    return check_internal(settings, supprs);
}",1,1,cli/cppcheckexecutor.cpp,"CppCheckExecutor.check_wrapper:int(Settings&,Suppressions&)",<empty>,,false,380,391,check_wrapper,,,1,"int(Settings&,Suppressions&)"
111669149746,METHOD,<empty>,<empty>,"[](const SuppressionList::Suppression& s) {
        return s.errorId == ""unmatchedSuppression"" && s.fileName.empty() && s.lineNumber == SuppressionList::Suppression::NO_LINE;
    }",49,5,cli/cppcheckexecutor.cpp,cli/cppcheckexecutor.cpp:<global>.CppCheckExecutor.reportSuppressions.<lambda>0:bool(SuppressionList.Suppression&),<empty>,,false,395,397,<lambda>0,,,1,bool(SuppressionList.Suppression&)
111669149747,METHOD,cli/cppcheckexecutor.cpp:<global>,TYPE_DECL,"bool CppCheckExecutor::reportSuppressions(const Settings &settings, const SuppressionList& suppressions, bool unusedFunctionCheckEnabled, const std::list<FileWithDetails> &files, const std::list<FileSettings>& fileSettings, ErrorLogger& errorLogger) {
    const auto& suppr = suppressions.getSuppressions();
    if (std::any_of(suppr.begin(), suppr.end(), [](const SuppressionList::Suppression& s) {
        return s.errorId == ""unmatchedSuppression"" && s.fileName.empty() && s.lineNumber == SuppressionList::Suppression::NO_LINE;
    }))
        return false;

    bool err = false;
    if (settings.useSingleJob()) {
        // the two inputs may only be used exclusively
        assert(!(!files.empty() && !fileSettings.empty()));

        for (auto i = files.cbegin(); i != files.cend(); ++i) {
            err |= SuppressionList::reportUnmatchedSuppressions(
                suppressions.getUnmatchedLocalSuppressions(*i, unusedFunctionCheckEnabled), errorLogger);
        }

        for (aut...",1,1,cli/cppcheckexecutor.cpp,"CppCheckExecutor.reportSuppressions:bool(Settings&,SuppressionList&,bool,std.list<FileWithDetails>&,std.list<FileSettings>&,ErrorLogger&)",<empty>,,false,393,423,reportSuppressions,,,1,"bool(Settings&,SuppressionList&,bool,std.list<FileWithDetails>&,std.list<FileSettings>&,ErrorLogger&)"
111669149748,METHOD,cli/cppcheckexecutor.cpp:<global>,TYPE_DECL,"int CppCheckExecutor::check_internal(const Settings& settings, Suppressions& supprs) const
{
    StdLogger stdLogger(settings);

    if (settings.reportProgress >= 0)
        stdLogger.resetLatestProgressOutputTime();

    if (settings.outputFormat == Settings::OutputFormat::xml) {
        stdLogger.reportErr(ErrorMessage::getXMLHeader(settings.cppcheckCfgProductName, settings.xml_version));
    }

    if (!settings.buildDir.empty()) {
        std::list<std::string> fileNames;
        for (auto i = mFiles.cbegin(); i != mFiles.cend(); ++i)
            fileNames.emplace_back(i->path());
        AnalyzerInformation::writeFilesTxt(settings.buildDir, fileNames, settings.userDefines, mFileSettings);
    }

    if (!settings.checkersReportFilename.empty())
        std::remove(settings.checkersReportFilename.c_str());

    CppCheck cppcheck(settings, supprs, stdLogger, true, executeCommand);

    unsigned int returnValue = 0;
    if (settings.useSingleJob()) {
        // Single process
   ...",1,1,cli/cppcheckexecutor.cpp,"CppCheckExecutor.check_internal<const>:int(Settings&,Suppressions&)",<empty>,,false,428,495,check_internal,,,1,"int(Settings&,Suppressions&)"
111669149749,METHOD,<empty>,<empty>,"[](const SuppressionList::Suppression& s) {
        return s.errorId == ""checkersReport"";
    }",92,5,cli/cppcheckexecutor.cpp,cli/cppcheckexecutor.cpp:<global>.StdLogger.writeCheckersReport.<lambda>1:bool(SuppressionList.Suppression&),<empty>,,false,509,511,<lambda>1,,,1,bool(SuppressionList.Suppression&)
