115964117045,METHOD_PARAMETER_IN,,const std::string& version,71,,BY_VALUE,2,false,168,version,,,2,,std.string&
115964117046,METHOD_PARAMETER_IN,,this,9,,BY_VALUE,0,false,183,this,,,0,,SarifReport*
115964117047,METHOD_PARAMETER_IN,,std::string productName,31,,BY_VALUE,1,false,183,productName,,,1,,std.string
115964117048,METHOD_PARAMETER_IN,,const ErrorMessage& errmsg,42,,BY_VALUE,1,false,199,errmsg,,,1,,ErrorMessage&
115964117049,METHOD_PARAMETER_IN,,const ErrorMessage& errmsg,43,,BY_VALUE,1,false,218,errmsg,,,1,,ErrorMessage&
115964117050,METHOD_PARAMETER_IN,,this,9,,BY_VALUE,0,false,230,this,,,0,,CmdLineLoggerStd*
115964117051,METHOD_PARAMETER_IN,,this,9,,BY_VALUE,0,false,232,this,,,0,,CmdLineLoggerStd*
115964117052,METHOD_PARAMETER_IN,,const std::string &message,27,,BY_VALUE,1,false,232,message,,,1,,std.string&
115964117053,METHOD_PARAMETER_IN,,this,9,,BY_VALUE,0,false,237,this,,,0,,CmdLineLoggerStd*
115964117054,METHOD_PARAMETER_IN,,const std::string &message,25,,BY_VALUE,1,false,237,message,,,1,,std.string&
115964117055,METHOD_PARAMETER_IN,,this,9,,BY_VALUE,0,false,242,this,,,0,,CmdLineLoggerStd*
115964117056,METHOD_PARAMETER_IN,,const std::string &message,23,,BY_VALUE,1,false,242,message,,,1,,std.string&
115964117057,METHOD_PARAMETER_IN,,this,9,,BY_VALUE,0,false,251,this,,,0,,StdLogger*
115964117058,METHOD_PARAMETER_IN,,const Settings& settings,28,,BY_VALUE,1,false,251,settings,,,1,,Settings&
115964117059,METHOD_PARAMETER_IN,,this,9,,BY_VALUE,0,false,260,this,,,0,,StdLogger*
115964117060,METHOD_PARAMETER_IN,,this,9,,BY_VALUE,0,false,267,this,,,0,,StdLogger*
115964117061,METHOD_PARAMETER_IN,,const StdLogger&,19,,BY_VALUE,1,false,267,,,,1,,StdLogger&
115964117062,METHOD_PARAMETER_IN,,this,9,,BY_VALUE,0,false,268,this,,,0,,StdLogger*
115964117063,METHOD_PARAMETER_IN,,const SingleExecutor &,30,,BY_VALUE,1,false,268,,,,1,,SingleExecutor&
115964117064,METHOD_PARAMETER_IN,,this,9,,BY_VALUE,0,false,270,this,,,0,,StdLogger*
115964117065,METHOD_PARAMETER_IN,,this,9,,BY_VALUE,0,false,285,this,,,0,,StdLogger*
115964117066,METHOD_PARAMETER_IN,,this,9,,BY_VALUE,0,false,289,this,,,0,,StdLogger*
115964117067,METHOD_PARAMETER_IN,,this,1,,BY_VALUE,0,false,355,this,,,0,,CppCheckExecutor*
115964117068,METHOD_PARAMETER_IN,,int argc,29,,BY_VALUE,1,false,355,argc,,,1,,int
115964117069,METHOD_PARAMETER_IN,,const char* const argv[],39,,BY_VALUE,2,false,355,argv,,,2,,char[]*
115964117070,METHOD_PARAMETER_IN,,this,1,,BY_VALUE,0,false,380,this,,,0,,CppCheckExecutor*
115964117071,METHOD_PARAMETER_IN,,const Settings& settings,37,,BY_VALUE,1,false,380,settings,,,1,,Settings&
115964117072,METHOD_PARAMETER_IN,,Suppressions& supprs,63,,BY_VALUE,2,false,380,supprs,,,2,,Suppressions&
115964117073,METHOD_PARAMETER_IN,,const SuppressionList::Suppression& s,52,,BY_VALUE,1,false,395,s,,,1,,SuppressionList.Suppression&
115964117074,METHOD_PARAMETER_IN,,this,1,,BY_VALUE,0,false,393,this,,,0,,CppCheckExecutor*
115964117075,METHOD_PARAMETER_IN,,const Settings &settings,43,,BY_VALUE,1,false,393,settings,,,1,,Settings&
115964117076,METHOD_PARAMETER_IN,,const SuppressionList& suppressions,69,,BY_VALUE,2,false,393,suppressions,,,2,,SuppressionList&
115964117077,METHOD_PARAMETER_IN,,bool unusedFunctionCheckEnabled,106,,BY_VALUE,3,false,393,unusedFunctionCheckEnabled,,,3,,bool
115964117078,METHOD_PARAMETER_IN,,const std::list<FileWithDetails> &files,139,,BY_VALUE,4,false,393,files,,,4,,std.list<FileWithDetails>&
115964117079,METHOD_PARAMETER_IN,,const std::list<FileSettings>& fileSettings,180,,BY_VALUE,5,false,393,fileSettings,,,5,,std.list<FileSettings>&
115964117080,METHOD_PARAMETER_IN,,ErrorLogger& errorLogger,225,,BY_VALUE,6,false,393,errorLogger,,,6,,ErrorLogger&
115964117081,METHOD_PARAMETER_IN,,this,1,,BY_VALUE,0,false,428,this,,,0,,CppCheckExecutor*
115964117082,METHOD_PARAMETER_IN,,const Settings& settings,38,,BY_VALUE,1,false,428,settings,,,1,,Settings&
115964117083,METHOD_PARAMETER_IN,,Suppressions& supprs,64,,BY_VALUE,2,false,428,supprs,,,2,,Suppressions&
115964117084,METHOD_PARAMETER_IN,,const SuppressionList::Suppression& s,95,,BY_VALUE,1,false,509,s,,,1,,SuppressionList.Suppression&
115964117085,METHOD_PARAMETER_IN,,this,1,,BY_VALUE,0,false,497,this,,,0,,StdLogger*
115964117086,METHOD_PARAMETER_IN,,const Suppressions& supprs,37,,BY_VALUE,1,false,497,supprs,,,1,,Suppressions&
115964117087,METHOD_PARAMETER_IN,,const std::string &msg,37,,BY_VALUE,1,false,556,msg,,,1,,std.string&
115964117088,METHOD_PARAMETER_IN,,bool doConvert,61,,BY_VALUE,2,false,556,doConvert,,,2,,bool
115964117089,METHOD_PARAMETER_IN,,this,1,,BY_VALUE,0,false,578,this,,,0,,StdLogger*
115964117090,METHOD_PARAMETER_IN,,const std::string &errmsg,27,,BY_VALUE,1,false,578,errmsg,,,1,,std.string&
115964117091,METHOD_PARAMETER_IN,,this,1,,BY_VALUE,0,false,587,this,,,0,,StdLogger*
115964117092,METHOD_PARAMETER_IN,,const std::string &outmsg,27,,BY_VALUE,1,false,587,outmsg,,,1,,std.string&
115964117093,METHOD_PARAMETER_IN,,Color c,54,,BY_VALUE,2,false,587,c,,,2,,Color
115964117094,METHOD_PARAMETER_IN,,this,1,,BY_VALUE,0,false,596,this,,,0,,StdLogger*
115964117095,METHOD_PARAMETER_IN,,const std::string &filename,32,,BY_VALUE,1,false,596,filename,,,1,,std.string&
115964117096,METHOD_PARAMETER_IN,,const char stage[],61,,BY_VALUE,2,false,596,stage,,,2,,char[]
115964117097,METHOD_PARAMETER_IN,,const std::size_t value,81,,BY_VALUE,3,false,596,value,,,3,,std.size_t
115964117098,METHOD_PARAMETER_IN,,this,1,,BY_VALUE,0,false,620,this,,,0,,StdLogger*
115964117099,METHOD_PARAMETER_IN,,const ErrorMessage &msg,27,,BY_VALUE,1,false,620,msg,,,1,,ErrorMessage&
115964117100,METHOD_PARAMETER_IN,,this,1,,BY_VALUE,0,false,669,this,,,0,,CppCheckExecutor*
115964117101,METHOD_PARAMETER_IN,,std::string exe,38,,BY_VALUE,1,false,669,exe,,,1,,std.string
115964117102,METHOD_PARAMETER_IN,,std::vector<std::string> args,55,,BY_VALUE,2,false,669,args,,,2,,std.vector<std.string>
115964117103,METHOD_PARAMETER_IN,,std::string redirect,86,,BY_VALUE,3,false,669,redirect,,,3,,std.string
115964117104,METHOD_PARAMETER_IN,,std::string &output_,108,,BY_VALUE,4,false,669,output_,,,4,,std.string&
115964117105,METHOD_PARAMETER_IN,,this,1,,BY_VALUE,0,false,33,this,,,0,,Executor*
115964117106,METHOD_PARAMETER_IN,,const std::list<FileWithDetails> &files,20,,BY_VALUE,1,false,33,files,,,1,,std.list<FileWithDetails>&
115964117107,METHOD_PARAMETER_IN,,const std::list<FileSettings>& fileSettings,61,,BY_VALUE,2,false,33,fileSettings,,,2,,std.list<FileSettings>&
115964117108,METHOD_PARAMETER_IN,,const Settings &settings,106,,BY_VALUE,3,false,33,settings,,,3,,Settings&
115964117109,METHOD_PARAMETER_IN,,Suppressions &suppressions,132,,BY_VALUE,4,false,33,suppressions,,,4,,Suppressions&
115964117110,METHOD_PARAMETER_IN,,ErrorLogger &errorLogger,160,,BY_VALUE,5,false,33,errorLogger,,,5,,ErrorLogger&
115964117111,METHOD_PARAMETER_IN,,this,1,,BY_VALUE,0,false,41,this,,,0,,Executor*
115964117112,METHOD_PARAMETER_IN,,const ErrorMessage &msg,25,,BY_VALUE,1,false,41,msg,,,1,,ErrorMessage&
115964117113,METHOD_PARAMETER_IN,,this,1,,BY_VALUE,0,false,64,this,,,0,,Executor*
115964117114,METHOD_PARAMETER_IN,,std::size_t fileindex,29,,BY_VALUE,1,false,64,fileindex,,,1,,std.size_t
115964117115,METHOD_PARAMETER_IN,,std::size_t filecount,52,,BY_VALUE,2,false,64,filecount,,,2,,std.size_t
115964117116,METHOD_PARAMETER_IN,,std::size_t sizedone,75,,BY_VALUE,3,false,64,sizedone,,,3,,std.size_t
115964117117,METHOD_PARAMETER_IN,,std::size_t sizetotal,97,,BY_VALUE,4,false,64,sizetotal,,,4,,std.size_t
115964117118,METHOD_PARAMETER_IN,,std::list<FileWithDetails>&files,30,,BY_VALUE,1,false,49,files,,,1,,std.list<FileWithDetails>&
115964117119,METHOD_PARAMETER_IN,,const std::string &path,64,,BY_VALUE,2,false,49,path,,,2,,std.string&
115964117120,METHOD_PARAMETER_IN,,const std::set<std::string> &extra,89,,BY_VALUE,3,false,49,extra,,,3,,std.set<std.string>&
115964117121,METHOD_PARAMETER_IN,,bool recursive,125,,BY_VALUE,4,false,49,recursive,,,4,,bool
115964117122,METHOD_PARAMETER_IN,,const PathMatch& ignored,141,,BY_VALUE,5,false,49,ignored,,,5,,PathMatch&
115964117123,METHOD_PARAMETER_IN,,bool debug = false,167,,BY_VALUE,6,false,49,debug,,,6,,bool
115964117124,METHOD_PARAMETER_IN,,this,1,,BY_VALUE,0,false,168,this,,,0,,FileLister*
115964117125,METHOD_PARAMETER_IN,,std::list<FileWithDetails> &files,34,,BY_VALUE,1,false,168,files,,,1,,std.list<FileWithDetails>&
115964117126,METHOD_PARAMETER_IN,,const std::string &path,69,,BY_VALUE,2,false,168,path,,,2,,std.string&
115964117127,METHOD_PARAMETER_IN,,const std::set<std::string> &extra,94,,BY_VALUE,3,false,168,extra,,,3,,std.set<std.string>&
115964117128,METHOD_PARAMETER_IN,,bool recursive,130,,BY_VALUE,4,false,168,recursive,,,4,,bool
115964117129,METHOD_PARAMETER_IN,,const PathMatch& ignored,146,,BY_VALUE,5,false,168,ignored,,,5,,PathMatch&
115964117130,METHOD_PARAMETER_IN,,bool debug,172,,BY_VALUE,6,false,168,debug,,,6,,bool
115964117131,METHOD_PARAMETER_IN,,std::list<FileWithDetails> &files,30,,BY_VALUE,1,false,196,files,,,1,,std.list<FileWithDetails>&
115964117132,METHOD_PARAMETER_IN,,const std::string &path,30,,BY_VALUE,2,false,197,path,,,2,,std.string&
115964117133,METHOD_PARAMETER_IN,,const std::set<std::string> &extra,30,,BY_VALUE,3,false,198,extra,,,3,,std.set<std.string>&
115964117134,METHOD_PARAMETER_IN,,bool recursive,30,,BY_VALUE,4,false,199,recursive,,,4,,bool
115964117135,METHOD_PARAMETER_IN,,const PathMatch& ignored,30,,BY_VALUE,5,false,200,ignored,,,5,,PathMatch&
115964117136,METHOD_PARAMETER_IN,,bool debug,30,,BY_VALUE,6,false,201,debug,,,6,,bool
115964117137,METHOD_PARAMETER_IN,,const FileWithDetails& a,25,,BY_VALUE,1,false,295,a,,,1,,FileWithDetails&
115964117138,METHOD_PARAMETER_IN,,const FileWithDetails& b,51,,BY_VALUE,2,false,295,b,,,2,,FileWithDetails&
115964117139,METHOD_PARAMETER_IN,,this,1,,BY_VALUE,0,false,281,this,,,0,,FileLister*
115964117140,METHOD_PARAMETER_IN,,std::list<FileWithDetails> &files,34,,BY_VALUE,1,false,281,files,,,1,,std.list<FileWithDetails>&
115964117141,METHOD_PARAMETER_IN,,const std::string &path,69,,BY_VALUE,2,false,281,path,,,2,,std.string&
115964117142,METHOD_PARAMETER_IN,,const std::set<std::string> &extra,94,,BY_VALUE,3,false,281,extra,,,3,,std.set<std.string>&
115964117143,METHOD_PARAMETER_IN,,bool recursive,130,,BY_VALUE,4,false,281,recursive,,,4,,bool
115964117144,METHOD_PARAMETER_IN,,const PathMatch& ignored,146,,BY_VALUE,5,false,281,ignored,,,5,,PathMatch&
115964117145,METHOD_PARAMETER_IN,,bool debug,172,,BY_VALUE,6,false,281,debug,,,6,,bool
115964117146,METHOD_PARAMETER_IN,,this,1,,BY_VALUE,0,false,305,this,,,0,,FileLister*
115964117147,METHOD_PARAMETER_IN,,std::list<FileWithDetails> &files,43,,BY_VALUE,1,false,305,files,,,1,,std.list<FileWithDetails>&
115964117148,METHOD_PARAMETER_IN,,const std::string &path,78,,BY_VALUE,2,false,305,path,,,2,,std.string&
115964117149,METHOD_PARAMETER_IN,,const std::set<std::string> &extra,103,,BY_VALUE,3,false,305,extra,,,3,,std.set<std.string>&
115964117150,METHOD_PARAMETER_IN,,const PathMatch& ignored,139,,BY_VALUE,4,false,305,ignored,,,4,,PathMatch&
115964117151,METHOD_PARAMETER_IN,,bool debug,165,,BY_VALUE,5,false,305,debug,,,5,,bool
115964117152,METHOD_PARAMETER_IN,,int argc,10,,BY_VALUE,1,false,77,argc,,,1,,int
115964117153,METHOD_PARAMETER_IN,,char* argv[],20,,BY_VALUE,2,false,77,argv,,,2,,char[]*
115964117154,METHOD_PARAMETER_IN,,this,1,,BY_VALUE,0,false,71,this,,,0,,ProcessExecutor*
115964117155,METHOD_PARAMETER_IN,,const std::list<FileWithDetails> &files,34,,BY_VALUE,1,false,71,files,,,1,,std.list<FileWithDetails>&
115964117156,METHOD_PARAMETER_IN,,const std::list<FileSettings>& fileSettings,75,,BY_VALUE,2,false,71,fileSettings,,,2,,std.list<FileSettings>&
115964117157,METHOD_PARAMETER_IN,,const Settings &settings,120,,BY_VALUE,3,false,71,settings,,,3,,Settings&
115964117158,METHOD_PARAMETER_IN,,Suppressions &suppressions,146,,BY_VALUE,4,false,71,suppressions,,,4,,Suppressions&
115964117159,METHOD_PARAMETER_IN,,ErrorLogger &errorLogger,174,,BY_VALUE,5,false,71,errorLogger,,,5,,ErrorLogger&
115964117160,METHOD_PARAMETER_IN,,CppCheck::ExecuteCmdFn executeCommand,200,,BY_VALUE,6,false,71,executeCommand,,,6,,CppCheck.ExecuteCmdFn
115964117161,METHOD_PARAMETER_IN,,this,9,,BY_VALUE,0,false,83,this,,,0,,PipeWriter*
115964117162,METHOD_PARAMETER_IN,,int pipe,29,,BY_VALUE,1,false,83,pipe,,,1,,int
115964117163,METHOD_PARAMETER_IN,,this,9,,BY_VALUE,0,false,85,this,,,0,,PipeWriter*
115964117164,METHOD_PARAMETER_IN,,const std::string &outmsg,24,,BY_VALUE,1,false,85,outmsg,,,1,,std.string&
115964117165,METHOD_PARAMETER_IN,,Color c,51,,BY_VALUE,2,false,85,c,,,2,,Color
115964117166,METHOD_PARAMETER_IN,,this,9,,BY_VALUE,0,false,89,this,,,0,,PipeWriter*
115964117167,METHOD_PARAMETER_IN,,const ErrorMessage &msg,24,,BY_VALUE,1,false,89,msg,,,1,,ErrorMessage&
115964117168,METHOD_PARAMETER_IN,,this,9,,BY_VALUE,0,false,93,this,,,0,,PipeWriter*
115964117169,METHOD_PARAMETER_IN,,const SuppressionList &supprs,25,,BY_VALUE,1,false,93,supprs,,,1,,SuppressionList&
115964117170,METHOD_PARAMETER_IN,,this,9,,BY_VALUE,0,false,104,this,,,0,,PipeWriter*
115964117171,METHOD_PARAMETER_IN,,const std::string& str,23,,BY_VALUE,1,false,104,str,,,1,,std.string&
115964117172,METHOD_PARAMETER_IN,,const SuppressionList::Suppression &suppr,48,,BY_VALUE,1,false,109,suppr,,,1,,SuppressionList.Suppression&
115964117173,METHOD_PARAMETER_IN,,this,9,,BY_VALUE,0,false,120,this,,,0,,PipeWriter*
115964117174,METHOD_PARAMETER_IN,,PipeSignal type,34,,BY_VALUE,1,false,120,type,,,1,,PipeWriter.PipeSignal
115964117175,METHOD_PARAMETER_IN,,const void* data,51,,BY_VALUE,2,false,120,data,,,2,,void*
115964117176,METHOD_PARAMETER_IN,,std::size_t to_write,69,,BY_VALUE,3,false,120,to_write,,,3,,std.size_t
115964117177,METHOD_PARAMETER_IN,,this,9,,BY_VALUE,0,false,135,this,,,0,,PipeWriter*
115964117178,METHOD_PARAMETER_IN,,PipeSignal type,26,,BY_VALUE,1,false,135,type,,,1,,PipeWriter.PipeSignal
115964117179,METHOD_PARAMETER_IN,,const std::string &data,43,,BY_VALUE,2,false,135,data,,,2,,std.string&
115964117180,METHOD_PARAMETER_IN,,this,1,,BY_VALUE,0,false,156,this,,,0,,ProcessExecutor*
115964117181,METHOD_PARAMETER_IN,,int rpipe,34,,BY_VALUE,1,false,156,rpipe,,,1,,int
115964117182,METHOD_PARAMETER_IN,,unsigned int &result,45,,BY_VALUE,2,false,156,result,,,2,,unsigned int&
115964117183,METHOD_PARAMETER_IN,,const std::string& filename,67,,BY_VALUE,3,false,156,filename,,,3,,std.string&
115964117184,METHOD_PARAMETER_IN,,this,1,,BY_VALUE,0,false,264,this,,,0,,ProcessExecutor*
115964117185,METHOD_PARAMETER_IN,,size_t nchildren,40,,BY_VALUE,1,false,264,nchildren,,,1,,size_t
115964117186,METHOD_PARAMETER_IN,,std::size_t v,106,,BY_VALUE,1,false,291,v,,,1,,std.size_t
115964117187,METHOD_PARAMETER_IN,,const FileWithDetails& p,121,,BY_VALUE,2,false,291,p,,,2,,FileWithDetails&
115964117188,METHOD_PARAMETER_IN,,const FileWithDetails& entry,102,,BY_VALUE,1,false,389,entry,,,1,,FileWithDetails&
115964117189,METHOD_PARAMETER_IN,,this,1,,BY_VALUE,0,false,286,this,,,0,,ProcessExecutor*
115964117190,METHOD_PARAMETER_IN,,this,1,,BY_VALUE,0,false,449,this,,,0,,ProcessExecutor*
115964117191,METHOD_PARAMETER_IN,,const std::string &childname,46,,BY_VALUE,1,false,449,childname,,,1,,std.string&
115964117192,METHOD_PARAMETER_IN,,const std::string &msg,76,,BY_VALUE,2,false,449,msg,,,2,,std.string&
115964117193,METHOD_PARAMETER_IN,,FILE* f,21,,BY_VALUE,1,false,31,f,,,1,,FILE*
115964117194,METHOD_PARAMETER_IN,,const void* ptr,30,,BY_VALUE,1,false,72,ptr,,,1,,void*
115964117195,METHOD_PARAMETER_IN,,int signo,35,,BY_VALUE,1,false,112,signo,,,1,,int
115964117196,METHOD_PARAMETER_IN,,siginfo_t * info,46,,BY_VALUE,2,false,112,info,,,2,,siginfo_t*
115964117197,METHOD_PARAMETER_IN,,void * context,64,,BY_VALUE,3,false,112,context,,,3,,void*
115964117198,METHOD_PARAMETER_IN,,FILE * const output,30,,BY_VALUE,1,false,303,output,,,1,,FILE*
115964117199,METHOD_PARAMETER_IN,,this,1,,BY_VALUE,0,false,33,this,,,0,,SingleExecutor*
115964117200,METHOD_PARAMETER_IN,,CppCheck &cppcheck,32,,BY_VALUE,1,false,33,cppcheck,,,1,,CppCheck&
115964117201,METHOD_PARAMETER_IN,,const std::list<FileWithDetails> &files,52,,BY_VALUE,2,false,33,files,,,2,,std.list<FileWithDetails>&
115964117202,METHOD_PARAMETER_IN,,const std::list<FileSettings>& fileSettings,93,,BY_VALUE,3,false,33,fileSettings,,,3,,std.list<FileSettings>&
115964117203,METHOD_PARAMETER_IN,,const Settings &settings,138,,BY_VALUE,4,false,33,settings,,,4,,Settings&
115964117204,METHOD_PARAMETER_IN,,Suppressions &suppressions,164,,BY_VALUE,5,false,33,suppressions,,,5,,Suppressions&
115964117205,METHOD_PARAMETER_IN,,ErrorLogger &errorLogger,192,,BY_VALUE,6,false,33,errorLogger,,,6,,ErrorLogger&
115964117206,METHOD_PARAMETER_IN,,std::size_t v,106,,BY_VALUE,1,false,45,v,,,1,,std.size_t
115964117207,METHOD_PARAMETER_IN,,const FileWithDetails& f,121,,BY_VALUE,2,false,45,f,,,2,,FileWithDetails&
115964117208,METHOD_PARAMETER_IN,,this,1,,BY_VALUE,0,false,41,this,,,0,,SingleExecutor*
115964117209,METHOD_PARAMETER_IN,,FILE* output,23,,BY_VALUE,1,false,31,output,,,1,,FILE*
115964117210,METHOD_PARAMETER_IN,,int start_idx,37,,BY_VALUE,2,false,31,start_idx,,,2,,int
115964117211,METHOD_PARAMETER_IN,,bool demangling,52,,BY_VALUE,3,false,31,demangling,,,3,,bool
115964117212,METHOD_PARAMETER_IN,,int maxdepth,69,,BY_VALUE,4,false,31,maxdepth,,,4,,int
115964117213,METHOD_PARAMETER_IN,,bool omit_above_own,83,,BY_VALUE,5,false,31,omit_above_own,,,5,,bool
115964117214,METHOD_PARAMETER_IN,,this,1,,BY_VALUE,0,false,41,this,,,0,,ThreadExecutor*
115964117215,METHOD_PARAMETER_IN,,const std::list<FileWithDetails> &files,32,,BY_VALUE,1,false,41,files,,,1,,std.list<FileWithDetails>&
115964117216,METHOD_PARAMETER_IN,,const std::list<FileSettings>& fileSettings,73,,BY_VALUE,2,false,41,fileSettings,,,2,,std.list<FileSettings>&
115964117217,METHOD_PARAMETER_IN,,const Settings &settings,118,,BY_VALUE,3,false,41,settings,,,3,,Settings&
115964117218,METHOD_PARAMETER_IN,,Suppressions &suppressions,144,,BY_VALUE,4,false,41,suppressions,,,4,,Suppressions&
115964117219,METHOD_PARAMETER_IN,,ErrorLogger &errorLogger,172,,BY_VALUE,5,false,41,errorLogger,,,5,,ErrorLogger&
